Project Number,Name,Sector,Province,Amount
43928,RYTHMIC INDIGENOUS DANCERS ORGANISATION,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,735600
44927,SENZOKUHLE FARMING PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,619784
56665,SIBONGILE CRECHE,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,325559
44835,SIPHIMPILO ORGANISATION,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,857000
54917,STABLE THEATRE,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,4080000
46121,UKUVUSELELWA KWAMA AFRICA AWARENESS,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,1668480
54693,UMLAZI ARTS DEVELOPMENT PROGRAMME,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,868294
54707,UMUZI WENKOSI CULTURAL YOUTH CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,737750
18298,UNIVERSITY OF KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,3090540
18298,"UNIVERSITY OF KWAZULU NATAL, PIETERMATZBURG CENTRE","ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,3090540
34650,UNIVERSITY OF KWAZULU-NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,8866000
56570,UPPER MHLATHUZE PRIMARY SCHOOL,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,159244
43094,WOMEN LEADERSHIP AND TRAINING PROGRAMME,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,516800
54883,YELLOWWOOD PARK PRIMARY SCHOOL,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,221320
43929,ZAKHELE TRAINING TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,1388680
43929,ZAKHELE TRAINING TRUST (PORT SHEPSTONE TRAINING TRUST),"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,347170
54697,ZAMUKUZIPHILISA COMMUNITY PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,287148
21897,ZULULAND CENTRE FOR SUSTAINABLE DEVELOPMENT,"ARTS, CULTURE & NATIONAL HERITAGE",KWAZULU-NATAL,2080000
35459,AFRICA RESOURCES TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,11460100
43364,BEST ART CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,750000
43364,BEST ART CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,500000
55093,BEST ART CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,807200
54918,BOSELE DAWN DROP IN CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,368738
41843,CHILDREN'S ECO TRAINING,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,556780
22922,EDUPARK,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,1347700
59053,FAMSA LIMPOPO TZANEEN,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,439571
43996,GET DOWN PRODUCTIONS,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,1040028
56680,HOEDSPRUIT TRAINING TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,490240
55659,IFALASHU CRAFT GROUP,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,814856
59373,IFALASHU CRAFT GROUP,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,797346
59373,IFALASHU CRAFT GROUP,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,531564
59865,IFALASHU CRAFT GROUP,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,2551428
56332,IKHOLOFELENG SERVICE CLUB,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,119480
54592,KHANIMAMBA TRAINING & RESOURCE CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,636840
41970,LAPALALA WILDERNESS SCHOOL,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,200000
56303,LENKWANE LA MAPHIRI DROP IN CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,724080
44006,LIMPOPO FOUNDATION,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,1357200
56176,MAKOTSE WOMANS CLUB,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,148420
43357,MAKOTSE WOMEN'S CLUB,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,199928
56176,MAKOTSE WOMEN'S CLUB,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,593680
55397,MAPULA PRIMARY SCHOOL,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,148549
44479,MIDIYAVHATHU TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,5486386
44493,NDIMA COMMUNITY SERVICES,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,296586
56343,NHLUVUKO CHILD CARE CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,32150
56246,NWA-MAKASANI EARLY LEARNING CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,487000
41498,"POVERTY ALLEVIATION AND SUPPORT FOR PEOPLE LIVING WITH HIV AND
AIDS","ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,556705
54655,RIDGEWAY COLLEGE,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,2157328
55331,RIVONINGO FAMILY PRESERVATION PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,408415
56663,THLALEFA COMBINED SCHOOL,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,164844
44494,ZWOITWA COMMUNITY PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",LIMPOPO,90617
54628,AMOS/ KGAPHAMADI COMMUNITY ORGANISATION,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,900000
54628,AMOS/ KGAPHAMADI COMMUNITY ORGANISATION,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,900000
42408,BUHLEBETHU ART & CULTURE ORGANISATION,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,149602
56388,IZITHETHE DEVELOPMENT PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,355380
56388,IZITHETHE DEVELOPMENT PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,236920
56290,KWAGUGA ARTS INITIATIVE,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,200300
56290,KWAGUGA ARTS INITIATIVE,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,200000
56514,LAEVELD NASIONALE KUNSTEFEES,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,640000
54925,MPUMALANGA MENTAL HEALTH SOCIETY,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,311632
42649,NDEDEMA PRIMARY SCHOOL,"ARTS, CULTURE & NATIONAL HERITAGE",MPUMALANGA,808593
54561,SOUTH AFRICAN SAN INSTITUTE TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",NORTHERN CAPE,1517238
54561,SOUTH AFRICAN SAN INSTITUTE TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",NORTHERN CAPE,1011492
56215,ZEBRA ARTS AND CRAFTS,"ARTS, CULTURE & NATIONAL HERITAGE",NORTHERN CAPE,1000977
56556,BOKAMOSO,"ARTS, CULTURE & NATIONAL HERITAGE",NORTH WEST,1177822
54954,FUTURE VISIONS,"ARTS, CULTURE & NATIONAL HERITAGE",NORTH WEST,417360
55191,HOERSKOOL SCHOONSPRUIT,"ARTS, CULTURE & NATIONAL HERITAGE",NORTH WEST,33400
55677,"MAUBANE COMMUNITY CULTURAL VILLAGE AND COMMUNITY ARTS
CENTRE","ARTS, CULTURE & NATIONAL HERITAGE",NORTH WEST,2250794
44837,MONTSHIWA CULTURAL VILLAGE,"ARTS, CULTURE & NATIONAL HERITAGE",NORTH WEST,235598
54975,SELEMELA DEVELOPMENT TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",NORTH WEST,517500
55069,BOFAGANANG WOMEN'S SWIMMING PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",NORTH WEST,1045020
43161,AFRIOCEANS CONSERVATIVE ALLIANCE(A.O.C.A),"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1595500
55789,AMY BIEHL FOUNDATION TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,720498
34880,AREPP: THEATRE FOR LIFE TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,854019
34880,AREPP: THEATRE FOR LIFE TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1357890
43321,ARTSCAPE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1700000
54898,BLACK ASSOCIATION FOR THE WINE AND SPIRIT INDUSTRY,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,523520
16911,C P NEL MUSEUM,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,264000
44048,CAPE CRAFT & DESIGN INSTITUTE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,500000
56510,CAPE PHILHARMONIC ORCHESTRA,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,4305600
56305,CAPE TOWN MINSTREL CARNIVAL ASSOCIATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,10657840
41261,CAPE TOWN OPERA COMPANY,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,6832261
41261,CAPE TOWN OPERA COMPANY,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,5506739
42441,CATHOLIC WELFARE AND DEVELOPMENT,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1337502
42131,CHAELI CAMPAIGN,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1748450
54695,DANCE FOR ALL,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1590480
44037,DIE BREYTENBACH TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,781866
41889,EDU COMPASS COMMUNITY DEV SERVICES,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,637323
44047,EDUCO TRUST OF AFRICA,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,884714
42112,ELGIN LEARNING FOUNDATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,853056
44035,ENLIGHTEN EDUCATION TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,780557
35471,FASFACTS,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,431058
56023,FILM MENTORSHIP & TRAINING,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,300000
35346,FINE MUSIC RADIO,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,500000
43020,FOOTPRINTS EDUCATIONAL TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,73000
54892,GONDWANA ALIVE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,186640
43088,GRAIL CENTRE TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,631907
28521,HARLEQUIN FOUNDATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1280299
42598,HARMONY MESSENGERS OF PEACE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,568750
44045,HELP2READ,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,166402
55813,HELP2READ,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1112970
43409,HOUT BAY MUSIC PROJECT TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1052791
34651,HUMAN RIGHTS MEDIA CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,261200
44556,HUMAN RIGHTS MEDIA TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,436440
44540,ICLEI - AFRICA,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1050084
42523,IKAPA DANCE THEATRE PRODUCTIONS,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1120000
55730,INCLUDID,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,198500
28258,IS'BAYA DEVELOPMENT TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,883462
28258,IS'BAYA DEVELOPMENT TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1133463
43021,JIKELEZA DANCE PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,745050
46038,JUNGLE THEATRE COMPANY,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,483120
46208,KAAPSE KLOPSE KARNIVAL ASSOCIATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,534160
55024,KHWELA THEATRE PRODUCTION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,833360
43164,KLEIN LIBERTAS TEATER,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,200005
55817,KOUE BOKKEVELD OPLEIDINGSENTRUM,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,110386
34517,KWANTU EMANDULO PRODUCTIONS,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1603719
42998,LA ROSA SPANISH DANCE THEATRE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1166630
30020,LANDMARK FOUNDATION TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,565000
42452,NATURES VALLEY TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,420332
44043,OASIS ASSOCIATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,168509
44027,OPEN AFRICA INITIATIVE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,325325
42957,OUT IN AFRICA GAY AND LESBIAN FILM FESTIVAL,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,200000
22413,OVERBERG CRANE GROUP,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,88850
35421,PEACE PARKS FOUNDATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1379133
55714,PERSONA DOLL TRAINING SOUTH AFRICA,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,759382
55714,PERSONA DOLL TRAINING SOUTH AFRICA,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,506255
35377,SANCCOB,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,9235400
42586,SCHOOLS ENVIRONMENTAL EDUCATION AND DEVELOPMENT,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1925677
16002,SIR LOWRYS PASS TOURISM INITIATIVE (SLPTI),"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,659423
21370,SIYASANGA CAPE TOWN THEATRE COMPANY,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,875000
42468,SOUTH AFRICAN BOOK DEVELOPMENT COUNCIL,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1500000
35336,SOUTH AFRICAN EDUCATION & ENVIRONMENT PROJECT,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,313560
50514,SOUTH AFRICAN HOLOCAUST FOUNDATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,6914900
21288,SOUTH AFRICAN NATIONAL CIRCUS SCHOOL TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,835592
41841,SOUTH AFRICAN OSTRICH BUSINESS CHAMBER,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1050586
41911,SOUTH AFRICAN YOUTH HOSTELS ASSOCIATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,229460
56361,SOUTH ATLANTIC ARTS AND CULTURE TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,3029108
42128,SPCA CAPE OF GOOD HOPE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,798623
27958,ST JOSEPHS ADULT EDUCATION PROGRAMME,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,64000
56495,THIRD WORLD BUNFIGHT,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,2055424
41210,TOTALLY FREE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,222902
42968,"UNION INTERNATIONAL DE LA MARIONETTE, SOUTH AFRICA","ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,362538
43288,VERA SCHOOL FOR AUTISTIC LEARNERS,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,23400
43165,VILLAGE CARE CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,679950
43165,VILLAGE CARE CENTRE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,679950
44338,WAENHUISKRANS FISHERMEN'S UNION (WAENHUISKRANS VISSERSUNIE),"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,544000
16563,WESTERN CAPE NATURE CONSERVATION BOARD,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,617640
56182,WYNBERG GIRLS' JUNIOR SCHOOL,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,48440
41426,ZAKHENI ARTS THERAPY FOUNDATION,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,1186548
40969,ZAMA DANCE SCHOOL TRUST,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,106540
56683,ZIP ZAP CIRCUS SCHOOL,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,300000
42692,ZWELETEMBA ARTS AND CULTURE COMMITTEE,"ARTS, CULTURE & NATIONAL HERITAGE",WESTERN CAPE,460400
52315,7TH HEAVEN CHILDREN'S HAVEN,CHARITIES,EASTERN CAPE,1255000
44716,ACTION GROUP FOR CHILDREN IN DISTRESS,CHARITIES,EASTERN CAPE,361534
53090,ACVV ADELAIDE,CHARITIES,EASTERN CAPE,40413
51206,ACVV ALEXANDRIA,CHARITIES,EASTERN CAPE,278365
50427,ACVV ALGOA PARK/ GOVAN MBEKI,CHARITIES,EASTERN CAPE,350700
50602,ACVV CRADOCK,CHARITIES,EASTERN CAPE,3364658
55627,ACVV DESPATCH,CHARITIES,EASTERN CAPE,92301
53562,ACVV GRAHAMSTAD,CHARITIES,EASTERN CAPE,36238
52398,ACVV MIDDELBURG EASTERN CAPE,CHARITIES,EASTERN CAPE,570060
51478,ACVV PORT ELIZABETH - SUID,CHARITIES,EASTERN CAPE,421690
53794,ACVV PORT ELIZABETH SENTRAAL,CHARITIES,EASTERN CAPE,490098
57982,ALICE HOSPICE,CHARITIES,EASTERN CAPE,492935
57742,AMASANGO CAREER SCHOOL,CHARITIES,EASTERN CAPE,400000
52018,AMATOLA HAVEN STUTTERHEIM,CHARITIES,EASTERN CAPE,230000
51050,AMATOLA HIV/AIDS AND STD'S PROJECT,CHARITIES,EASTERN CAPE,461000
52536,AURORA FUNDRAISING AND SPECIAL CARE CENTRE,CHARITIES,EASTERN CAPE,38000
50840,BARKLY EAST COMMUNITY ADVICE OFFICE,CHARITIES,EASTERN CAPE,599470
51933,BEREA GARDENS RETIREMENT FOUNDATION,CHARITIES,EASTERN CAPE,300000
57971,BETHANY HOME,CHARITIES,EASTERN CAPE,678100
50033,CALLIE EVENS LODGE,CHARITIES,EASTERN CAPE,387160
53069,CANAAN CARE CENTRES,CHARITIES,EASTERN CAPE,596500
52017,CARE HAVEN PSYCHIATRIC CENTRE,CHARITIES,EASTERN CAPE,348926
58356,"CAREL DU TOIT - TRUSTFONDS VIR DIE HABILITASIE VAN
GEHOORGESTREMDE KINDERS",CHARITIES,EASTERN CAPE,829734
56288,CARING HANDS HOME BASE CENTRE,CHARITIES,EASTERN CAPE,378407
58677,CATCH PROJECTS,CHARITIES,EASTERN CAPE,757999
59913,CATHOLIC DEVELOPMENT CENTRE,CHARITIES,EASTERN CAPE,1232999
51816,CHESHIRE HOME SUMMERSTRAND,CHARITIES,EASTERN CAPE,153708
52522,CHILDREN RESOURCES CENTER -DIMBAZA,CHARITIES,EASTERN CAPE,162800
52184,CHRISTELIK MAATSKAPLIKE RAAD VAN OOS-LONDON,CHARITIES,EASTERN CAPE,401500
51686,CHRISTELIK MAATSKAPLIKE RAAD VAN PORT ELIZABETH,CHARITIES,EASTERN CAPE,508500
52005,CHRISTELIK-MAATSKAPLIKE RAAD VIR DIE RING VAN GRAAFF REINET,CHARITIES,EASTERN CAPE,135550
51218,CLEARY  ESTATE CHESHIRE HOME,CHARITIES,EASTERN CAPE,413000
51359,CORNERSTONE TRAINING CENTRE,CHARITIES,EASTERN CAPE,402437
57734,DAILY BREAD MISSION CHARITABLE TRUST,CHARITIES,EASTERN CAPE,1147761
53787,DEVELOPMENTAL GENDER NETWORK,CHARITIES,EASTERN CAPE,470993
52029,DIPHAGANE GARDEN PROJECT,CHARITIES,EASTERN CAPE,126500
53575,DOMESTIC VIOLENCE  UNIT,CHARITIES,EASTERN CAPE,332947
57466,DORAH MOSES EDUCARE CENTRE,CHARITIES,EASTERN CAPE,154000
50739,DOWN SYNDROME ASSOCIATION AMATHOLE,CHARITIES,EASTERN CAPE,450000
50739,DOWN SYNDROME ASSOCIATION AMATHOLE,CHARITIES,EASTERN CAPE,143340
53513,DROSTDY PROTECTIVE WORKSHOP,CHARITIES,EASTERN CAPE,237676
59546,EAST LONDON CHILD & FAMILY WELFARE SOCIETY,CHARITIES,EASTERN CAPE,1785418
51715,EAST LONDON CHILD AND YOUTH CARE CENTRE,CHARITIES,EASTERN CAPE,853951
49588,EAST LONDON HIGH TRANSMISSION AREA PROJECT,CHARITIES,EASTERN CAPE,625241
54212,EASTERN CAPE DISABILITY ECONOMIC EMPOWERMENT TRUST,CHARITIES,EASTERN CAPE,109000
51526,ELIAKIM FREE CONGREGATIONAL CHURCH,CHARITIES,EASTERN CAPE,225000
51526,ELIAKIM FREE CONGREGATIONAL CHURCH,CHARITIES,EASTERN CAPE,225000
56972,FAMILIES SOUTH AFRICA GRAHAMSTOWN,CHARITIES,EASTERN CAPE,645000
50490,GADRA EDUCATIONAL WELFARE,CHARITIES,EASTERN CAPE,44250
50490,GADRA EDUCATIONAL WELFARE TRUST,CHARITIES,EASTERN CAPE,44250
50597,GRAHAMSTOWN AMASANGO CAREER SCHOOL,CHARITIES,EASTERN CAPE,125000
52371,GRAHAMSTOWN AREA DISTRESS RELIEF ASSOCIATION,CHARITIES,EASTERN CAPE,306400
40700,GRASLAAGTE PRIMARY SCHOOL,CHARITIES,EASTERN CAPE,97000
51599,GRASSROOTS EDUCARE TRUST,CHARITIES,EASTERN CAPE,193400
57939,GWEBINDLALA HIV/AIDS ORGANISATION,CHARITIES,EASTERN CAPE,600000
56803,HANGE JUNIOR SECONDARY SCHOOL,CHARITIES,EASTERN CAPE,499600
57027,HEWU ADVICE AND DEVELOPMENT CENTRE,CHARITIES,EASTERN CAPE,237600
51729,HOFMEYR ADVICE OFFICE,CHARITIES,EASTERN CAPE,106150
50132,HUIS FORMOSA,CHARITIES,EASTERN CAPE,200000
55891,HUIS JOHN VORSTER,CHARITIES,EASTERN CAPE,747500
49982,HUIS TARKASTAD,CHARITIES,EASTERN CAPE,270000
52505,IKAMV'ELIHLE REHABILITATION CENTRE,CHARITIES,EASTERN CAPE,230092
50789,IKHWEZI EMPOWERMENT & TENDER ADVICE CENTRE,CHARITIES,EASTERN CAPE,1159838
58307,IKHWEZI WOMEN SUPPORT CENTRE,CHARITIES,EASTERN CAPE,458789
53560,INKWANCA HOME BASED CARE,CHARITIES,EASTERN CAPE,757108
54406,INTEGRATED COMMUNITY DEVELOPMENT PROGRAMME TRUST,CHARITIES,EASTERN CAPE,402800
51604,JEFFREYSRUS AFTREE OORD,CHARITIES,EASTERN CAPE,559174
53936,KHANYISA COMMUNITY EDUCARE DEVELOPMENT CENTRE,CHARITIES,EASTERN CAPE,494598
57905,KHANYISANI HIV/AIDS AWARENESS ORGANISATION,CHARITIES,EASTERN CAPE,365314
59669,KHULA COMMUNITY DEVELOPMENT PROJECT,CHARITIES,EASTERN CAPE,271700
51258,KING WILLIAM'S TOWN CHILD & YOUTH CARE CENTRE,CHARITIES,EASTERN CAPE,990000
57315,KRUISFONTEIN/HUMANSDORP CHILD & FAMILY WELFARE,CHARITIES,EASTERN CAPE,745462
57669,LIFE LINE EAST LONDON,CHARITIES,EASTERN CAPE,645700
51339,LIFE LINE EASTERN CAPE (PORT ELIZABETH),CHARITIES,EASTERN CAPE,992600
58133,LITTLE FLOWER PRE SCHOOL PORT ALFRED,CHARITIES,EASTERN CAPE,86500
51593,LIVING WATERS MINISTERY,CHARITIES,EASTERN CAPE,470000
52039,LOAVES AND FISHES NETWORK,CHARITIES,EASTERN CAPE,319975
50004,LUTHANDO CENTRE,CHARITIES,EASTERN CAPE,97308
52412,MARAIS STEYN HOME,CHARITIES,EASTERN CAPE,400800
50401,MASABELANI EDUCATION FOR LIFE GROUP,CHARITIES,EASTERN CAPE,268446
57868,MASAKHANE PEELTON SUPPORT GROUP,CHARITIES,EASTERN CAPE,288079
53139,MASIFUNDE EDUCATION AND DEVELOPMENT PROJECT TRUST,CHARITIES,EASTERN CAPE,182500
52819,MASINCEDANE TRAINING CENTRE FOR THE INTELLECTUALLY IMPAIRED,CHARITIES,EASTERN CAPE,753719
53668,MASIZAME TRAINING CENTRE FOR MENTAL HANDICAPPED,CHARITIES,EASTERN CAPE,414000
53777,MATATIELE CHILD & FAMILY WELFARE SOCIETY,CHARITIES,EASTERN CAPE,821990
50058,MCCLELLAND ADULT CENTRE FOR THE INTELLECTUALLY IMPAIRED,CHARITIES,EASTERN CAPE,261082
55403,MOUNT FRERE PARALEGAL ADVICE CENTRE,CHARITIES,EASTERN CAPE,177393
57721,MPUMAKAPA MULTI-PURPOSE EDUCATION CENTRE,CHARITIES,EASTERN CAPE,251086
57889,MSOBOMVU HOME  COMMUNITY BASED  CARE,CHARITIES,EASTERN CAPE,422650
55262,MTR SMIT CHILDREN'S HAVEN,CHARITIES,EASTERN CAPE,986370
57689,MZOMTSHA CHILDRENS HOME,CHARITIES,EASTERN CAPE,541715
57882,NCEDULUNTU REESTON SUPPORT GROUP,CHARITIES,EASTERN CAPE,246055
57922,OKUHLE HIV/AIDS  SUPPORT GROUP,CHARITIES,EASTERN CAPE,1211424
52967,ON EAGLE'S WINGS MULTI-PURPOSE CENTRE,CHARITIES,EASTERN CAPE,329791
53098,ONS TUISTE,CHARITIES,EASTERN CAPE,153694
53142,OPERATION SMILE MADIBA BAY,CHARITIES,EASTERN CAPE,1093066
53684,PEDDIE DEVELOPMENT CENTRE,CHARITIES,EASTERN CAPE,600000
53684,PEDDIE DEVELOPMENT CENTRE,CHARITIES,EASTERN CAPE,511000
