Project Number,Name,Province,Sector,Amount
48075,Dinare Secondary School,FREE STATE,SPORT & RECREATION,180000
49067,Ebenhaeserhoogte Intermediate School,FREE STATE,SPORT & RECREATION,180000
46462,Fezile Dabi District Municipality,FREE STATE,SPORT & RECREATION,1900000
46606,Free State Hockey Association,FREE STATE,SPORT & RECREATION,800000
25968,Free State Rugby Union,FREE STATE,SPORT & RECREATION,817333
47557,Goudveld Hoerskool,FREE STATE,SPORT & RECREATION,168607
39868,Griffons Rugby Union,FREE STATE,SPORT & RECREATION,1165075
46610,Griffons Rugby Union,FREE STATE,SPORT & RECREATION,316000
47572,Hoerskool Sandveld,FREE STATE,SPORT & RECREATION,152055
39689,Jim Fouché Primary School,FREE STATE,SPORT & RECREATION,350000
46367,Kahobotja - Sak'ubusha Secondary School,FREE STATE,SPORT & RECREATION,450000
47539,Khotso Primary School,FREE STATE,SPORT & RECREATION,450000
47539,Khotso Primary School,FREE STATE,SPORT & RECREATION,172551
47696,Kobue Primary School,FREE STATE,SPORT & RECREATION,351669
39238,Ladybrand Secondary School,FREE STATE,SPORT & RECREATION,300000
47029,Ladybrand Sport Club,FREE STATE,SPORT & RECREATION,437760
46328,Lehutso Public School,FREE STATE,SPORT & RECREATION,450000
47194,Lesedi Hospice,FREE STATE,SPORT & RECREATION,45131
47614,Letotolo Primary School,FREE STATE,SPORT & RECREATION,880000
48120,Letsibolo Intermediate School,FREE STATE,SPORT & RECREATION,175425
39567,Letsibolo Public Primary School,FREE STATE,SPORT & RECREATION,180000
46288,Libertas Combined School,FREE STATE,SPORT & RECREATION,500000
39677,Loskuil Primary School,FREE STATE,SPORT & RECREATION,340000
38049,Mabatho Intermediate School,FREE STATE,SPORT & RECREATION,350000
47581,Mmulakgoro Intermediate School,FREE STATE,SPORT & RECREATION,170000
39276,Mokwena Primary School,FREE STATE,SPORT & RECREATION,300000
47702,Moutloatsi Intermediate School,FREE STATE,SPORT & RECREATION,160000
47577,Namanyane Primary School,FREE STATE,SPORT & RECREATION,172334
39411,North Primary School Sasolburg,FREE STATE,SPORT & RECREATION,570000
46646,Northern Free State Jukskei Union,FREE STATE,SPORT & RECREATION,400000
46437,Qwabi Primary School,FREE STATE,SPORT & RECREATION,534850
39439,R.T Mokgopa Secondary School,FREE STATE,SPORT & RECREATION,302973
46176,Reseamohetse Primary School,FREE STATE,SPORT & RECREATION,322500
46176,Reseamohetse Primary School,FREE STATE,SPORT & RECREATION,322500
39681,Riebeeckstad High  School,FREE STATE,SPORT & RECREATION,180000
47574,Riebeeckstad Pre-Primary School,FREE STATE,SPORT & RECREATION,136400
38042,Rosenhof Youth Care & Educational Centre,FREE STATE,SPORT & RECREATION,299006
47411,Rovers Tennis Club,FREE STATE,SPORT & RECREATION,165382
46639,SAFA Motheo,FREE STATE,SPORT & RECREATION,700000
46639,SAFA Motheo,FREE STATE,SPORT & RECREATION,800000
46790,SAFA Xhariep,FREE STATE,SPORT & RECREATION,448533
39866,SAFA-Thabo Mofutsanyana,FREE STATE,SPORT & RECREATION,747611
39669,Sand Du Plessis High School,FREE STATE,SPORT & RECREATION,243000
38052,Schonkenville Intermediate School,FREE STATE,SPORT & RECREATION,325025
47993,Seemahale Secondary School,FREE STATE,SPORT & RECREATION,160000
47059,Smiling Tiger Boxing Club,FREE STATE,SPORT & RECREATION,65000
46763,Snooker And Billiards South Africa,FREE STATE,SPORT & RECREATION,400000
46769,South African Schools Football Association Free State,FREE STATE,SPORT & RECREATION,550130
46769,South African Schools Football Association Free State,FREE STATE,SPORT & RECREATION,550130
46375,South African Sheep Shearing Federation,FREE STATE,SPORT & RECREATION,451805
46375,South African Sheep Shearing Federation,FREE STATE,SPORT & RECREATION,450000
47797,Tabola Primary School,FREE STATE,SPORT & RECREATION,180000
39282,Thari Ya Tshepe Intermediate School,FREE STATE,SPORT & RECREATION,300000
23820,Thibella Intermediate School,FREE STATE,SPORT & RECREATION,350000
46175,Tlongkganyeng Primary School,FREE STATE,SPORT & RECREATION,568000
48015,Tsholohelo Primary School,FREE STATE,SPORT & RECREATION,180000
32431,University Of The Free State,FREE STATE,SPORT & RECREATION,2309029
60087,University Of The Free State,FREE STATE,SPORT & RECREATION,3286813
47619,Vaalpark Primary School,FREE STATE,SPORT & RECREATION,197110
46117,Viljoenskroon Country Club,FREE STATE,SPORT & RECREATION,320000
39690,Welkom High School,FREE STATE,SPORT & RECREATION,276000
47497,Welkom Volkskool,FREE STATE,SPORT & RECREATION,156615
47168,Welkom Wrestling Club,FREE STATE,SPORT & RECREATION,385600
47367,Welkom-Gimnasium,FREE STATE,SPORT & RECREATION,450000
47613,Witteberg High School,FREE STATE,SPORT & RECREATION,180000
44477,Academic & Non Fiction Authors' Association Of South Africa,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",100000
35386,Africa Resources,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",9850813
36206,African Cultural Organisation Of South Africa (ACOSA),GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2513769
38182,African Flag Pantsula Dance/ Music Group,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",451970
44495,African Safari Lodge Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1725432
45996,Afrika Leadership Development Institute,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",5720600
42527,Afristar Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",793572
43997,Alexandra Youth Choral Choir,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",398550
43997,Alexandra Youth Choral Choir,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",99638
42535,Amos/ Kgaphamadi Community Organisation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",100000
18052,Apartheid Museum,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",585000
29946,Artist Proof Studio,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",556514
42511,Assitej South Africa,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1319040
43412,Atteridgeville Jewellery Projects,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2000000
43366,Batsumi Cultural Group,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1014203
35391,Becomo Art Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1910210
49560,Black Education Upgrading,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",12850860
55044,Boitshepiville Youth Development Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",396000
43348,Campus After Hours,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",640000
27658,Cantare Children’s Choir,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",472627
27658,Cantare Children’s Choir,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",472627
44333,Cape Town International Ballet Competition,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1120960
21875,Cluny Farm Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",173469
42534,Committed Artists For Cultural Advancement,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",4740276
54649,Cresset House,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",108814
41862,D`Afrique Fair Trade Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",813686
43591,Dance Forum,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",598100
43591,Dance Forum,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2394400
38441,"Earthlife Africa, Johannesburg",GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",198400
29943,Eco Access,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2096160
41866,Eersterust Care & Training Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",225680
42579,Ekurhuleni Music Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",569692
38024,Fair Trade In Tourism South Africa,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",175801
38468,Food Gardens Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2419230
44326,Forum For The Empowerment Of Women,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",261280
43593,Friends For Life,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",7655404
34505,Fuba School Of Dramatic & Visual Arts,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",6907725
41873,Gauteng Dance Manyano,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",4769994
9916,Gerald Sekoto Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",200000
43950,Graduate Connection,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1334191
44482,Hoerskool Drie Riviere,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",445705
55161,Ikageng Centre For The Disabled,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",5905899
44492,Imbali Visual Literacy Project,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1605024
41394,Imfundiso Skills Development,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1574238
46032,Imisebeyelanga Services,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",115480
54706,Imisebeyelanga Services,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",144696
45569,Ithembalabantu Community Resource Centres,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2329153
44334,Johannesburg Child Welfare Society,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",789663
23466,Johannesburg Music Initiative,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",606613
33958,Johannesburg Philharmonic Orchestra,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",8040037
35425,Johannesburg Symphony Orchestra,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",462761
43989,Karos & Kambro,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1213700
27880,Khanya College,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",397152
30002,Khumbulani Craft,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",447704
38156,Kungwini Welfare Organisation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",239269
38204,Kwesukela Storytelling Academy,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3229081
54911,Lamathonsi Entertainment Community Projects,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",757073
43991,Lethabo Le Khutso Adult Care,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",73362
22428,Library And Information Association Of South Africa,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",256440
44470,Lindani Theatre Productions,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",918300
42585,Love In Action,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",202400
42585,Love In Action,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",202400
55003,Lutheran Community Outreach Foundation (Hillbrow),GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",235000
43999,Manger Care Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",215260
43999,Manger Care Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",53815
46085,Market Theatre Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",5430659
21641,Masakhane Arts & Culture Youth Development Project,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",662000
54673,Masakhane Arts & Culture Youth Development Project,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",812700
43009,Mc Art Academy,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",149240
43563,Moepathutse Children's Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",29480
43563,Moepathutse Children's Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",117920
34892,Music Is A Great Investment (MIAGI),GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3554089
42629,Mzansi Dance Productions T/A Mzansi Productions,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2978228
41971,Naledi Theatre Awards,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2000000
44476,National Children's Theatre Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2448355
37623,National Craft Association,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",800675
37623,National Craft Association,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
29948,National Eisteddfod Academy,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1148080
27512,National Heritage Council,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3680345
27512,National Heritage Council,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1899715
27512,National Heritage Council,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3301647
27512,National Heritage Council,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3680345
27512,National Heritage Council,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1899715
56049,North Gauteng Mental Health Society,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",81914
54976,Odin Park Primary School,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",129500
54976,Odin Park Primary School,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",129500
34531,Opera Africa,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",4964357
34531,Opera Africa,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3130550
34812,People Opposing Women Abuse,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",497156
54633,Radio Veritas,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",346000
23429,SA National Association For The Visual Arts,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",500000
21650,Sibahle Educational Puppetry Programme,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",518400
54835,Sicelo Luncheon Club,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",91750
23126,Sign Language Educational And Development ( Sled),GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",948114
34615,Sithuthuka Sisonke Drama Players,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",150600
35167,Siyavuka Lateral Improvement Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
38008,South African History Online,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1177960
42151,South African History Online,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",760150
42153,South African History Online,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",450268
22929,South African National Council For The Blind,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3653000
42674,Soyikwa Institute Of African Theatre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3507640
28187,Speech And Drama Association Of South Africa,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",162468
46050,St. Joseph Ithuteng Campaign,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",377758
35384,Stepahead Productions,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2361622
43758,Success Music & Drama Institution,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1427712
55100,Teba Development,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2234700
21596,Thabisong Youth Club,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",500000
43582,The Africa Meets Africa Project,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1376644
34828,The Bag Factory Artists' Studios,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",480202
41912,The Black Tie Ensemble Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2191863
35395,The Buskaid Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1421520
35395,The Buskaid Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",947680
35395,The Buskaid Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",753280
21717,The Es'kia Institute,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2702425
41863,The Forgotten Angle Theatre Collaborative,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2426285
28060,The Ifa Lethu Foundation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1226760
21773,The Johannesburg Children's Home,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",344790
44478,The Molteno Project,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",16338516
29928,The Mothertongue Project,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",457587
29928,The Mothertongue Project,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",364829
42622,The Moving Into Dance Mophatong Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",4988509
41988,The Trees For Africa And Green Box Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",810000
34499,Themba HIV & Aids Organisation,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2525686
27655,Thusong Youth Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",160000
56058,Tiqwa,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",77359
15634,Tribhangi Dance Theatre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",189050
43992,Tshepong Centre For The Disabled,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",131315
41839,Tshwane Dance Theatre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1284000
56334,Tshwane Place Of Safety Association,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",143404
42070,Tshwane Youth Arts Festival,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",100144
42070,Tshwane Youth Arts Festival,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",400576
44358,Tswelopele Performing Artists,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",837000
44358,Tswelopele Performing Artists,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",837000
41915,Unomthandazo Dance Company,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",261500
54819,Via Volcano,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",201750
38151,Visual Arts Network Of South Africa (VANSA),GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",391020
54667,Vuka Lova Arts & Cultural Group,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",60500
42041,Vuyani Dance Theatre Project,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",2921519
46061,Wolmer Gemeenskapsprojek,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",337832
44486,Youth Channel Group,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",562160
42393,Youth In Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1452687
21654,Zakheni S.A. Music Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",960000
46115,Zakheni S.A. Music Trust,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1546502
43990,Zakheni Training & Development Centre,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",1674400
42703,Zanendaba -The Institute Of African Storytellers,GAUTENG,"ARTS, CULTURE & NATIONAL HERITAGE",3161500
42038,A Re Ageng Social Services,GAUTENG,CHARITIES,1836878
44406,Active Learning And Leisure Libraries - South Africa,GAUTENG,CHARITIES,750800
34825,African Self Help Association,GAUTENG,CHARITIES,995517
41750,Ahanang Parish Based Care Organisation (APCO),GAUTENG,CHARITIES,616322
54244,Aids Consortium,GAUTENG,CHARITIES,799500
41538,Alberton Old Age Home,GAUTENG,CHARITIES,508168
44078,Alzheimer’s South Africa,GAUTENG,CHARITIES,3402480
40642,Antioch Health Care And Support Centre,GAUTENG,CHARITIES,779250
51396,Arebaokeng Child Day Care Centre,GAUTENG,CHARITIES,125000
43266,Areyeng Residence,GAUTENG,CHARITIES,3192000
44921,ASHA Trust,GAUTENG,CHARITIES,150267
50018,Asihlakaniphe Day Care Centre,GAUTENG,CHARITIES,115755
44244,Atlega O Tswelepele Crèche,GAUTENG,CHARITIES,300000
44123,Attention Deficit & Hyperactivity Support Group Of Southern Africa,GAUTENG,CHARITIES,143187
44123,Attention Deficit & Hyperactivity Support Group Of Southern Africa,GAUTENG,CHARITIES,300000
44791,Bachana Mokwena Primary School,GAUTENG,CHARITIES,258501
52635,Baitiretse Day Care,GAUTENG,CHARITIES,125415
42539,Banakekeleni HIV / Aids Orphanage Haven / Hospice,GAUTENG,CHARITIES,125400
52750,Basadi Pele Foundation,GAUTENG,CHARITIES,360000
43214,Bathusheng Care Centre,GAUTENG,CHARITIES,349239
43214,Bathusheng Care Centre,GAUTENG,CHARITIES,349239
52154,Boitumelo Community Crèche,GAUTENG,CHARITIES,616700
49990,Boitumelo Day Care Centre,GAUTENG,CHARITIES,67666
52615,Bokamoso Skills And Economic Development,GAUTENG,CHARITIES,178500
41465,Bona Lesedi Disability Project,GAUTENG,CHARITIES,173000
43043,Bophelo Day Care Centre,GAUTENG,CHARITIES,94077
43043,Bophelo Day Care Centre,GAUTENG,CHARITIES,630
44664,Bophelong (Life) Community Hospice,GAUTENG,CHARITIES,377300
52517,Bophelong-Empilweni - New Life Community Project,GAUTENG,CHARITIES,222000
43941,Botlhale Day Care Centre,GAUTENG,CHARITIES,281549
35255,Busy Bee Hospice Of The Vaal Triangle,GAUTENG,CHARITIES,4696790
35922,C B D P Management Education,GAUTENG,CHARITIES,349188
42584,Cancer Association Of South Africa,GAUTENG,CHARITIES,5155962
50161,Carroll Shaw Memorial Centre,GAUTENG,CHARITIES,232750
44108,Carryou Ministry,GAUTENG,CHARITIES,922400
44314,Casa Do Sol Association,GAUTENG,CHARITIES,155000
52175,Catherine Robson Children's Home,GAUTENG,CHARITIES,512000
44112,Catholic Health Care  Association (CATHCA),GAUTENG,CHARITIES,1325930
44523,Catholic Institute Of Education,GAUTENG,CHARITIES,3460947
50012,Catholic Women' S League Pretoria,GAUTENG,CHARITIES,367659
44028,Catholic Women's League Adoption Society,GAUTENG,CHARITIES,319000
44103,"Catholic Women's League Of The Catholic Diocese Of
Johannesburg",GAUTENG,CHARITIES,45478
