Project Number,Sector,Province,Name,Amount
62830,SPORTS,EASTERN CAPE,St. Theresa's Public Primary School,103043.0
72821,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Free State Arts & Culture Council,1424600.0
73530,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Itlhahaneleng Intermediate School,237817.06
73319,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Hlolohelo Primary school,150987.0
74193,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Bloemfontein High School,200000.0
54900,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Good Foundation Organisation,475000.0
56482,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Four Paws-Animal Welfare Foundation,888272.0
72822,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Mangaung Local Municipality,5600000.0
73065,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Volksblad Kunstefees,294102.0
73171,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Koot Niemann Intermediate School,200000.0
73182,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Clarens Primary School,200000.0
73402,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,South African Church Events Organisation,1199979.98
73485,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Free State Symphony Orchestra,2100000.0
73808,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Abrina 5279,361541.0
74131,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Bloemfontein Primary School,200000.0
74277,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,St Andrews School,200000.0
74474,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Katamelo Public School,200000.0
74476,"ARTS, CULTURE AND NATIONAL HERITAGE",FREE STATE,Lehakwe Primary School,159500.0
69255,CHARITIES,FREE STATE,Lebone Edu-Care Centre,164217.0
69399,CHARITIES,FREE STATE,Thusanang Home Based & Palliative Care,214700.0
67261,CHARITIES,FREE STATE,Angels of God Creche & Pre School,142000.0
71064,CHARITIES,FREE STATE,Ikaheng Creche,152850.0
70188,CHARITIES,FREE STATE,Southern Free State Mental Health,887000.0
69262,CHARITIES,FREE STATE,Lerato Pre School,336838.0
65999,CHARITIES,FREE STATE,Batlokoa Circles of Care,561440.0
71108,CHARITIES,FREE STATE,St Martin Creche,317974.0
53618,CHARITIES,FREE STATE,Roadside Community Project,103700.0
49654,CHARITIES,FREE STATE,"Nasina Sentrum Vir Bejaardes, Ventersburg",434852.0
70106,CHARITIES,FREE STATE,Senekal Sentrum vir Bejaardes,375000.0
70073,CHARITIES,FREE STATE,Tshepang Community Based Organisation,143320.0
66102,CHARITIES,FREE STATE,Hospice Ladybrand,332032.0
61520,CHARITIES,FREE STATE,Child & Family Welfare Society Bethlehem,884574.0
65555,CHARITIES,FREE STATE,Vrystaat Versorging in Aksie Hoofbestuur,664900.0
69258,CHARITIES,FREE STATE,Bonang Creche,147647.0
72281,CHARITIES,FREE STATE,Qhola Qhwe Creche and Day Care Centre,327203.0
67128,CHARITIES,FREE STATE,NG Social Services Free State,257000.0
68834,CHARITIES,FREE STATE,Paballong Day Care Centre,671600.0
70398,CHARITIES,FREE STATE,Vrolike Vinkies Day Care,221600.0
71054,CHARITIES,FREE STATE,Hennenman Victim Empowerment Forum,177000.0
75049,CHARITIES,FREE STATE,Paballo Creche,143500.0
66814,CHARITIES,FREE STATE,Tatai-Ngwanake Pre-School,135010.0
68145,CHARITIES,FREE STATE,SPCA Virginia,377809.0
59124,CHARITIES,FREE STATE,Lethabo Creche,165936.0
61375,CHARITIES,FREE STATE,Nurse Based Initiation Antiretoviral,277000.0
69970,CHARITIES,FREE STATE,Legae Day Care Centre,331935.0
68727,CHARITIES,FREE STATE,Ipolokeng Creche,135636.0
66194,CHARITIES,FREE STATE,Sakhele Day Care Centre,417007.0
71304,CHARITIES,FREE STATE,Goldfields Society for the Blind,698795.0
71283,CHARITIES,FREE STATE,APD & Deaf Free State,670000.0
72175,CHARITIES,FREE STATE,Neo Educare Centre,197390.0
69630,CHARITIES,FREE STATE,Lesedi Educare Association,432200.0
68710,CHARITIES,FREE STATE,Leseding Pre-School and Creche,132009.0
71060,CHARITIES,FREE STATE,Matshepo Educare Centre,76850.0
71393,CHARITIES,FREE STATE,Bread of Life Day Care Centre,234859.0
71382,CHARITIES,FREE STATE,Relebohile Day Care Centre,410430.0
67255,CHARITIES,FREE STATE,Reitumetse Creche,87750.0
68780,CHARITIES,FREE STATE,Tswelopele Creche,129746.0
70669,CHARITIES,FREE STATE,Mmabana Day Care,118250.0
69985,CHARITIES,FREE STATE,Ma-Mohau Care Centre,221600.0
69623,CHARITIES,FREE STATE,Heatherdale Diakonale Dienste,150090.0
66669,CHARITIES,FREE STATE,Dimamelo Creche,466372.0
72274,CHARITIES,FREE STATE,Orange Vroue Vereeniging Ficksburg,507803.0
66051,CHARITIES,FREE STATE,4 Claws,297101.0
68335,CHARITIES,FREE STATE,Lesedi-Lechabile Primary Care,990950.0
72529,CHARITIES,FREE STATE,Thusano Home Based Care,212603.0
69256,CHARITIES,FREE STATE,Ikhauheleng Pre-School and Creche,160111.0
68121,CHARITIES,FREE STATE,Bambanani Sizwe,113952.0
70123,CHARITIES,FREE STATE,Mohlakaneng Pre-School,60740.0
67905,CHARITIES,FREE STATE,ST Nicolas Bana Pele Network,97000.0
69257,CHARITIES,FREE STATE,Bokamoso Pre-School,152717.0
66949,CHARITIES,FREE STATE,Kgauhelo Project,200000.0
66119,CHARITIES,FREE STATE,House of St Paul,93800.0
66659,CHARITIES,FREE STATE,Tharollo Educare Centre,383539.0
59938,CHARITIES,FREE STATE,Lechabile Lehae La Bana Creche,475935.0
65139,CHARITIES,FREE STATE,Rethabile Day Care Centre,377000.0
67139,CHARITIES,FREE STATE,Reddersrus Sentrum vir Bejaardes,225000.0
69685,CHARITIES,FREE STATE,Bergprag Sentrum vir Bejaardes Bethlehem,135000.0
67811,CHARITIES,FREE STATE,Ebenzer Educare Centre,116446.0
56132,CHARITIES,FREE STATE,Little Flower Catholic Pre-School,32080.0
58715,CHARITIES,FREE STATE,Kopanong Pre-School and Creche,118757.0
65785,CHARITIES,FREE STATE,Little Flower Catholic Pre-Primary School,242461.0
69637,CHARITIES,FREE STATE,South African ASB Samaritan Organisation,176990.0
72437,CHARITIES,FREE STATE,Buyani Educare Centre,790351.0
70294,CHARITIES,FREE STATE,Kutlwanong Creche,56727.0
66208,CHARITIES,FREE STATE,Catholic Community Services of the Diocese of Bethlehem,1328271.0
66254,CHARITIES,FREE STATE,Shannon Mental Care,209790.0
53878,CHARITIES,FREE STATE,KMD Heilbron,182729.0
69971,CHARITIES,FREE STATE,Christian Ministries Pre School Day Care,82643.0
58527,CHARITIES,FREE STATE,Thabang Secondary School,141500.0
66379,CHARITIES,FREE STATE,Reahola Educare Centre,209090.0
67221,CHARITIES,FREE STATE,Refeng Kgotso Creche,156740.0
71368,CHARITIES,FREE STATE,Maria Day Care Centre,289354.0
70260,CHARITIES,FREE STATE,ZR Mahabane Community Centre,117197.0
65782,CHARITIES,FREE STATE,Monono Creche,418286.0
66386,CHARITIES,FREE STATE,Kgotso Eate Day Care Centre,147500.0
66649,CHARITIES,FREE STATE,Beisang Mebewana Day Care Centre,308366.0
66656,CHARITIES,FREE STATE,Makeneng Creche,449525.0
68985,CHARITIES,FREE STATE,Ntataise NPC,962269.0
68770,CHARITIES,FREE STATE,Tebello Day Care,111100.0
69261,CHARITIES,FREE STATE,Mphohadi Day Care Centre,554395.0
68757,CHARITIES,FREE STATE,Tumelo Day Care Centre,124074.0
69263,CHARITIES,FREE STATE,Khanya Consortium,255090.0
54630,CHARITIES,FREE STATE,Progressive Youth Development Organisation,51900.0
68761,CHARITIES,FREE STATE,Rearabetswe ELC,141697.0
67258,CHARITIES,FREE STATE,Nthabeleng Creche,202000.0
67133,CHARITIES,FREE STATE,Ons Gryse Jeug,159101.0
72385,CHARITIES,FREE STATE,Thusanang Advice Centre,667494.0
67741,CHARITIES,FREE STATE,Kidz Care Trust,212875.0
65944,CHARITIES,FREE STATE,Bethlehem Basic Training Project,249000.0
51718,CHARITIES,FREE STATE,Brentpark Child and Family Welfare Society,204955.0
70040,CHARITIES,FREE STATE,Reamohetse Baby Care Centre,199790.0
65783,CHARITIES,FREE STATE,Refentse Creche,676950.0
71274,CHARITIES,FREE STATE,Kgodisho Day Care Centre,259000.0
69644,CHARITIES,FREE STATE,Kroon Day Care Centre for the Disabled,106311.0
63671,CHARITIES,FREE STATE,Malibongwe Women's Group,28820.0
71139,CHARITIES,FREE STATE,Thokoza Day Care,505338.0
65714,CHARITIES,FREE STATE,Kgauhelo Day Care Centre,200000.0
50017,CHARITIES,FREE STATE,Thabiso Skills Development Centre,350000.0
52327,CHARITIES,FREE STATE,KMD Reitz,373661.0
53662,CHARITIES,FREE STATE,Lebohang Creche,253800.0
56748,CHARITIES,FREE STATE,Kakaretso Development & Training Trust,500000.0
58189,CHARITIES,FREE STATE,Ma-Mohau Care Centre,88380.0
58225,CHARITIES,FREE STATE,Selebalo Mabolela Edu-Care,138250.0
58245,CHARITIES,FREE STATE,Eunice Day Care Centre,178950.0
58376,CHARITIES,FREE STATE,Tshenolo Child Care,122370.0
65138,CHARITIES,FREE STATE,Little Flower Catholic Pre-School,157090.0
65788,CHARITIES,FREE STATE,Iketsetseng Pre-School,135975.0
65816,CHARITIES,FREE STATE,Marqaurd Moemaneng Consortuim,124250.0
65848,CHARITIES,FREE STATE,Itekeng Disabled & OVC Centre,831457.0
66194,CHARITIES,FREE STATE,Sakhele Day Care Centre,417006.0
66232,CHARITIES,FREE STATE,Lesedi Youth Empowerment,540957.0
66278,CHARITIES,FREE STATE,Ahanang Soup Kitchens,461368.0
66381,CHARITIES,FREE STATE,Mtetwa Day Care Centre,188840.0
66743,CHARITIES,FREE STATE,Huis Ebenhaeser,286600.0
66983,CHARITIES,FREE STATE,Masakhane Child Care Centre,247759.0
67246,CHARITIES,FREE STATE,Modisa Ya Molemo Creche,199950.0
67252,CHARITIES,FREE STATE,Relebogile EDC Centre,143250.0
67274,CHARITIES,FREE STATE,Lerato Creche,253500.0
67293,CHARITIES,FREE STATE,Tshwaraganang Day-Care Centre,145000.0
67770,CHARITIES,FREE STATE,Diocese of Kroonstad Development Agency,346000.0
67952,CHARITIES,FREE STATE,Rearabetswe Educare,187168.0
68419,CHARITIES,FREE STATE,Pixies Creche & Playgroup,85494.0
68420,CHARITIES,FREE STATE,Tshwaranang Creche and Pre-School,97978.0
68685,CHARITIES,FREE STATE,Maboloka Pre-School,200929.0
68793,CHARITIES,FREE STATE,Rethabile Creche,101182.0
68820,CHARITIES,FREE STATE,SANEL Free State & North West Province,994660.0
69257,CHARITIES,FREE STATE,Bokamoso Pre-School,152717.0
69259,CHARITIES,FREE STATE,Moemaneng Creche,123750.0
69437,CHARITIES,FREE STATE,Lesedi La Setjhaba Welfare Organisation,699000.0
69619,CHARITIES,FREE STATE,Katlehong Day Care Centre,197000.0
69733,CHARITIES,FREE STATE,Lapologang Old Age Day Care Centre,208300.0
69836,CHARITIES,FREE STATE,Phakamani Volunteers Group,128000.0
70156,CHARITIES,FREE STATE,KMD Reitz,331615.0
70423,CHARITIES,FREE STATE,Motho Ka Batho Pre-School Creche,190020.0
70699,CHARITIES,FREE STATE,Relebohile Creche and Pre School,171450.0
70766,CHARITIES,FREE STATE,Vrystaat Versorging in Aksie Philippolis,367597.0
71139,CHARITIES,FREE STATE,Thokoza Day Care,347142.0
71287,CHARITIES,FREE STATE,Eunice Day Care Centre,309492.0
71358,CHARITIES,FREE STATE,Dihlabeng Development Initiative,438457.0
71370,CHARITIES,FREE STATE,Vrystaat Versorging in Aksie Bothaville,404200.0
71395,CHARITIES,FREE STATE,Kwakwatsi Activists against HIV/AIDS,128400.0
72175,CHARITIES,FREE STATE,Neo Educare Centre,197389.0
72281,CHARITIES,FREE STATE,Qhola Qhwe Creche and Day Care Centre,327203.0
72395,CHARITIES,FREE STATE,Karabelo Day Care Centre,243056.0
67281,CHARITIES,FREE STATE,Ikemiseng Creche and Pre-School,166000.0
75469,MISCELLANEOUS PURPOSES,FREE STATE,Free State Arts & Culture Council,6000000.0
75487,MISCELLANEOUS PURPOSES,FREE STATE,Verde Public School,3960750.0
75488,MISCELLANEOUS PURPOSES,FREE STATE,Evungwini Secondary School,1000000.0
63426,SPORTS,FREE STATE,New Horizon College,99377.0
39536,SPORTS,FREE STATE,Louis Botha Technical High School,340000.0
60698,SPORTS,FREE STATE,Ngwathe School,100000.0
63327,SPORTS,FREE STATE,Gelukwaarts Farm Skool,92400.0
64364,SPORTS,FREE STATE,Fadimehang Primary School,50000.0
62888,SPORTS,FREE STATE,Mokwena Primary School,87202.52
62338,SPORTS,FREE STATE,Tlotlisang Intermediate School,100000.0
61290,SPORTS,FREE STATE,Viljoenskroon Country Club,200000.0
47972,SPORTS,FREE STATE,Lereko Senior Secondary School,100000.0
64123,SPORTS,FREE STATE,Lourier Park Primary School,100000.0
60579,SPORTS,FREE STATE,Moepeng Combined Community School,100980.0
60779,SPORTS,FREE STATE,Sekgompepe Primary School,100000.0
60511,SPORTS,FREE STATE,Hlaboloha Public School,100000.0
65119,SPORTS,FREE STATE,Barnard Molokoane Secondary School,100000.0
64256,SPORTS,FREE STATE,Setsotso Municipality,1000000.0
64729,SPORTS,FREE STATE,Namanyane Primary School,100000.0
62263,SPORTS,FREE STATE,Tsholohelo Primary School,98082.0
65115,SPORTS,FREE STATE,Calculus College Kroonstad,98886.1
60411,SPORTS,FREE STATE,Shakhane Junior Secondary School,100000.0
65117,SPORTS,FREE STATE,Kroonstad Country Club,133798.0
63843,SPORTS,FREE STATE,Hoerskool Jim Fouche,100000.0
62035,SPORTS,FREE STATE,Khotso Gemeenskap Skool,100000.0
62371,SPORTS,FREE STATE,Hodisa Technical Secondary School,50000.0
62286,SPORTS,FREE STATE,T.S Matlaletsa Public School,100000.0
60571,SPORTS,FREE STATE,Qhola Qhwe Intermediate School,106730.0
38045,SPORTS,FREE STATE,Schoemanspark Golf & Recreation Club,266000.0
64066,SPORTS,FREE STATE,Naka Lower Primary,99997.81
60476,SPORTS,FREE STATE,Pellissier High School,100000.0
62498,SPORTS,FREE STATE,Tswellang Special School,43387.0
46295,SPORTS,FREE STATE,Khotsong Intermidiate School,450000.0
64807,SPORTS,FREE STATE,Jacobsdal Primary School,99200.0
60596,SPORTS,FREE STATE,Edenville High School,100980.0
61141,SPORTS,FREE STATE,Refihlile Intermediate School,100000.0
39539,SPORTS,FREE STATE,Mokwallo Public School,200000.0
48532,SPORTS,FREE STATE,Afrikaanse Hoerskool Sasolburg,180386.0
62250,SPORTS,FREE STATE,E.E Monese Comprehensive Secondary School,100000.0
62351,SPORTS,FREE STATE,Thato Junior Secondary School,50000.0
63455,SPORTS,FREE STATE,Parys Tennis Club,100000.0
64500,SPORTS,FREE STATE,Clarens Primary School,101040.41
62330,SPORTS,FREE STATE,Ikaheng Public School,108000.0
62903,SPORTS,FREE STATE,Selosesha Primary School,51742.0
60782,SPORTS,FREE STATE,Mmathabo Secondary School,100000.0
60398,SPORTS,FREE STATE,Springfontein Gekombineerde Openbare Skool,100000.0
63140,SPORTS,FREE STATE,Boikemisetso Combined School,100000.0
47579,SPORTS,FREE STATE,President Brand Primary School,180000.0
60457,SPORTS,FREE STATE,Zastron High School,100000.0
64479,SPORTS,FREE STATE,Ficksburg Golf Club,142250.0
62326,SPORTS,FREE STATE,Seabo Primary School,100000.0
39658,SPORTS,FREE STATE,Rekgonne Primary School,460000.0
62054,SPORTS,FREE STATE,L.E Notsi Secondary School,100000.0
60453,SPORTS,FREE STATE,Nkarabeng Secondary School,100000.0
61293,SPORTS,FREE STATE,Pele Ya Pele Secondary School,100000.0
62331,SPORTS,FREE STATE,Tlongkganyeng Primary School,105175.0
60551,SPORTS,FREE STATE,Tjantjello Public School,100000.0
48232,SPORTS,FREE STATE,Christelike & Nasionale Sekondere Skool Oranje,180000.0
65100,SPORTS,FREE STATE,Brentvale Primary School,100000.0
60792,SPORTS,FREE STATE,Mpolokeng Public School,100000.0
63737,SPORTS,FREE STATE,Mokitlane Tswana School,50000.0
63103,SPORTS,FREE STATE,Smiling Tiger Boxing Club,11500.0
60432,SPORTS,FREE STATE,Iphateleng High School,100000.0
64204,SPORTS,FREE STATE,S.S Paki Secondary School,49867.0
47965,SPORTS,FREE STATE,Grey College Secondary School,75000.0
63798,SPORTS,FREE STATE,Unicom Primary School,100031.12
62865,SPORTS,FREE STATE,Korea Plaasskool,50000.0
60797,SPORTS,FREE STATE,Williamsville Primere Skool,100000.0
62290,SPORTS,FREE STATE,Verkeerdevlei Primary School,50000.0
60790,SPORTS,FREE STATE,Tshibollo School Fund,100000.0
64163,SPORTS,FREE STATE,A.M Lembede Primary School,49867.0
64358,SPORTS,FREE STATE,Goldfields FET College,1000000.0
39264,SPORTS,FREE STATE,Zingisa No1. Primary School,300000.0
39454,SPORTS,FREE STATE,Tharollo Primary School,350000.0
39706,SPORTS,FREE STATE,Triathlon Free State,799250.0
46135,SPORTS,FREE STATE,Moso Public School,300000.0
46135,SPORTS,FREE STATE,Moso Public School,300000.0
47970,SPORTS,FREE STATE,Hoerskool Heilbron,180000.0
49272,SPORTS,FREE STATE,Kgotsong Public School,180000.0
60421,SPORTS,FREE STATE,Bolokeheng Intermediate School,100000.0
60461,SPORTS,FREE STATE,Itemeleng Primary School,100000.0
60469,SPORTS,FREE STATE,Mampoi High School,100000.0
60532,SPORTS,FREE STATE,Itumeleng Mabelle Primary School,100000.0
60582,SPORTS,FREE STATE,Albertina Sisulu Secondary School,100000.0
60682,SPORTS,FREE STATE,Koot Niemann Intermediate School,100000.0
60685,SPORTS,FREE STATE,Bloemfontein High School,100000.0
60689,SPORTS,FREE STATE,Reitzpark Volk (Primary) School,142500.0
60764,SPORTS,FREE STATE,Pheta Community School,100000.0
60785,SPORTS,FREE STATE,Petsana Intermediate School,100000.0
60787,SPORTS,FREE STATE,Theha Setjhaba Primary School,100000.0
60793,SPORTS,FREE STATE,Gugulethu Intermediate School,100000.0
60796,SPORTS,FREE STATE,Wongalethu Secondary School,100000.0
60839,SPORTS,FREE STATE,Bloemfontein Primary School,100000.0
60979,SPORTS,FREE STATE,Steynsrus Combined School,100000.0
61286,SPORTS,FREE STATE,Tjhebelopele Primary School,100000.0
62251,SPORTS,FREE STATE,Tseseng Primary School,100000.0
62271,SPORTS,FREE STATE,Mmabana Governing Body,50000.0
62272,SPORTS,FREE STATE,Mmusapelo Intermediate School,99816.0
62358,SPORTS,FREE STATE,Nkgothatseng Intermediate School,100000.0
62551,SPORTS,FREE STATE,Fichardtpark High School,100000.0
63106,SPORTS,FREE STATE,Sebabatso Public School,100000.0
63557,SPORTS,FREE STATE,Kutlwanong Orphans and Vulnerable Children,50000.0
64228,SPORTS,FREE STATE,Bopasetjhaba Primary School,49866.0
65033,SPORTS,FREE STATE,Dikaios Christian School,98457.0
56245,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Market Theatre Foundation,4752139.6
42636,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Blackboard Trust,1940000.0
55309,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Tshepong Centre for the Disabled,401299.8
34812,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,People Opposing Women Abuse,364581.42
44367,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,University of Pretoria (Tukssport),1089720.0
54626,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Johannesburg Youth Orchestra,2577420.0
55056,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Get Down Productions,87800.0
54728,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Dominican Convent School,658000.0
38350,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Big Fish School of Digital Film Making,2286857.0
74436,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,PANSALB (Pan South African Language Board),1.0E7
74735,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,National Delphic Council of South Africa,6000000.0
73791,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,UNISA Foundation,4500000.0
44851,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Lubikha Theatre Project,426376.0
56127,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Opera Africa,900000.0
54684,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Sunfield Homes - Logwood Village,740578.0
73946,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Success Music & Drama Institution,1396051.66
34505,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Fuba School for Dramatic & Visual Arts,5065665.0
75026,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,National Children and Violence Trust,2501087.0
56234,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Ifa Lethu Foundation,1212314.4
55792,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Black Tie Ensemble,2977300.0
74762,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Bergville Off-Season Tournament,3545260.0
55073,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Sithuthuka Sisonke Drama Players,1376880.0
44937,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,SA National Youth Orchestra Foundation,4000000.0
18052,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,SA Apartheid Museum,400000.0
72959,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Pinegrove School,200000.0
72892,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Dance Forum,2699700.0
41859,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Tiqwa School,14500.0
63068,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Jet Education Services,1297247.0
73006,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Gospel Music Association,1920000.0
55867,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,South African Ballet Theatre,460400.0
34828,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Fordsburg Artists Studios,581045.0
35391,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Becomo Art Centre,2895120.0
44482,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Hoer Skool Drie Riviere,111427.95
45601,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Lawyers for Human Rights - National Office,1874000.0
46178,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Class Act Education Services,1959637.2
54666,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Johannesburg Philharmonic Orchestra,3743568.3
54746,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Endangered Wildlife Trust,1200000.0
54863,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,PJS Creation,1200000.0
54949,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Kwesukela Storytelling Academy,797180.0
55026,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Orchards Project,2017000.0
55070,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Performing Arts & Culture Development(PACD),2250000.0
55154,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Black Education Upgrading,2438852.4
55257,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Ithuteng Art,570000.0
56025,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,D' Afrique Fair Trade Foundation,472462.35
56063,"ARTS, CULTURE AND NATIONAL HERITAGE",GAUTENG,Teleios Korban Organisation,300000.0
