Name,Sector,Amount
Youth Life,Charities,122600
"Zaaiplaas Bambanani Home Based
Care",Charities,275590
"Zaaiplaas Bambanani Home Based
Care",Charities,275590
"Zakhele Training Trust (Port Shepstone
Training Trust)",Charities,519230
Zakheni Arts Therapy Foundation,Charities,311300
Zakheni Early Learning Centre,Charities,296800
Zamani Training Centre,Charities,2459921
Zandvliet Care Facility,Charities,694496
Zeerust Tehuis vir Bejaardes,Charities,1305901
Zenzele Training & Development,Charities,597900
Zibambeleni Clermont Women's Society,Charities,60000
Zichabangeleni Self-Help APD,Charities,166500
Zihlomiseni Comm Devpt Centre,Charities,524900
Zihlomiseni Community Development,Charities,408800
Zimisele Day Care,Charities,176260
Zimisele Day Care,Charities,176260
Zimisele HIV/Aids Care,Charities,134000
Ziphakamise,Charities,2108600
Ziphatheleni Community Development,Charities,615918
Zisize (Ingwavuma) Educational Trust,Charities,1103417
Zisize (Ingwavuma) Educational Trust,Charities,893075
Zisize After Care Centre,Charities,572506
Zizameleni Itekeleng Pre School,Charities,50000
Zizameleni Itekeleng Pre School,Charities,483168
Zululand Hospice Association,Charities,1619550
"2010 FIFA World Cup Organising
Committee SA",Miscellaneous Purposes,10462190
"2010 FIFA World Cup Organising
Committee SA",Miscellaneous Purposes,10462190
Act of Grace 33,Miscellaneous Purposes,200000
African Leadership Development,Miscellaneous Purposes,2098300
Basketball South Africa,Miscellaneous Purposes,6286800
COSATU,Miscellaneous Purposes,1000000
Disaster Relief Funds,Miscellaneous Purposes,35000000
Health Systems Trust,Miscellaneous Purposes,50000000
Health Systems Trust,Miscellaneous Purposes,2731528
Helping Hand Network,Miscellaneous Purposes,3600000
Jet Education Services,Miscellaneous Purposes,2065550
National Youth Development Agency,Miscellaneous Purposes,24000000
SA Football Association,Miscellaneous Purposes,20913906
Southern Cape Educational Trust,Miscellaneous Purposes,187474
Khara Hais Municipality,Sport & Recreation,653000
"2010 FIFA World Cup Organising
Comm. SA",Sport & Recreation,50000000
"2010 FIFA World Cup Organising
Comm. SA",Sport & Recreation,1700000
AB Phokompe Secondary School,Sport & Recreation,700000
Acadia Football Club,Sport & Recreation,56900
Adamantia High School,Sport & Recreation,350000
Adamantia High School,Sport & Recreation,350000
Aliwal North High School,Sport & Recreation,342000
Allan Makhunga Primary School,Sport & Recreation,500000
Alphendale Secondary School,Sport & Recreation,400000
Amajuba Combined School,Sport & Recreation,375000
Amanzimtoti High School,Sport & Recreation,700000
Amasango Career School,Sport & Recreation,350000
Andalusia Primary School,Sport & Recreation,260000
Andalusia Primary School,Sport & Recreation,240000
Andile Ntsepe L/H Primary School,Sport & Recreation,450289
Andile Ntsepe L/H Primary School,Sport & Recreation,49711
Are Ipeleng Primary School,Sport & Recreation,250000
Are Ipeleng Primary School,Sport & Recreation,250000
Aron Letsapa Primary School,Sport & Recreation,700000
Association for Autism Pretoria,Sport & Recreation,27625
Assumpta Catholic School,Sport & Recreation,400000
Assumpta Catholic School,Sport & Recreation,300000
Assumption Convent High School,Sport & Recreation,546000
Athenkosi L/HP School,Sport & Recreation,450289
Athenkosi L/HP School,Sport & Recreation,49711
Athletics Griqualand West,Sport & Recreation,400000
Atholang Primary School,Sport & Recreation,240000
Atlholang Primary School,Sport & Recreation,226019
Auckland Park Preparatory School,Sport & Recreation,116779
Aurora Primary School,Sport & Recreation,360000
Azara Secondary School,Sport & Recreation,300000
B. Kat Senior Secondary School,Sport & Recreation,450289
B. Kat Senior Secondary School,Sport & Recreation,49711
Babutheni Secondary School,Sport & Recreation,400000
Badminton South Africa,Sport & Recreation,1741300
Badminton South Africa,Sport & Recreation,935200
Bafedi Primary School,Sport & Recreation,350000
Bahale Secondary School,Sport & Recreation,700000
Bahlaloga Secondary School,Sport & Recreation,250000
Baisitse Primary School,Sport & Recreation,295000
Bakgofa Primary School,Sport & Recreation,350000
Bakolobeng High School,Sport & Recreation,278408
Bakubung Primary School,Sport & Recreation,400000
Bakwena Middle High School,Sport & Recreation,350000
Balfour Primary School,Sport & Recreation,406960
Bartimea (Special) School,Sport & Recreation,400012
Basketball South Africa,Sport & Recreation,2300000
Basketball South Africa,Sport & Recreation,1084000
Basketball South Africa,Sport & Recreation,2300000
Bathabile Primary School,Sport & Recreation,467970
Bathja Primary School,Sport & Recreation,300000
Batho Batho Primary School,Sport & Recreation,700000
Batlhako Middle School,Sport & Recreation,350000
Batlokwa Secondary School,Sport & Recreation,350000
Beaufort-West Golf Club,Sport & Recreation,110029
Beaumont Primary School,Sport & Recreation,350000
Bekezela Primary School,Sport & Recreation,300000
Bellville Rugby Football Club,Sport & Recreation,341294
Bellville Sports Federation,Sport & Recreation,337500
Ben-W Mashego Secondary School,Sport & Recreation,49994
Bergvlam Primary School,Sport & Recreation,500000
Berlin Primary School,Sport & Recreation,300000
Bethanie Primary School,Sport & Recreation,400000
Bhekimfundo Primary School,Sport & Recreation,500000
Biko Park Primary School,Sport & Recreation,65000
Bitou Municipality,Sport & Recreation,1000000
Blaauwskop Primary School,Sport & Recreation,460000
Bloemfontein Golf Club,Sport & Recreation,445139
Bloemfontein High School,Sport & Recreation,563116
Bloemfontein High School,Sport & Recreation,136884
Bloukrans Primary School,Sport & Recreation,332500
Blue Bulls Rugby Union,Sport & Recreation,992666
Bluegumbosch Secondary School,Sport & Recreation,534850
Bofaganang Women's Swimming,Sport & Recreation,450000
Bofula Tshepe Primary School,Sport & Recreation,400000
Bogosi Primary School,Sport & Recreation,300000
Boiphihlelo Secondary School,Sport & Recreation,450000
Boitelo Primary School,Sport & Recreation,700000
Bojanala Platinum District Municipality,Sport & Recreation,1000000
Bokamoso High School,Sport & Recreation,700000
Boland Athletics,Sport & Recreation,1920000
Boland Badminton Association,Sport & Recreation,327440
Boland Cricket Board,Sport & Recreation,930000
Boland Cricket Board,Sport & Recreation,1049103
Boland Golf Union,Sport & Recreation,329175
Boland Ladies Golf,Sport & Recreation,135420
Bongani Primary School,Sport & Recreation,440000
Bongokuhle Primary School,Sport & Recreation,500000
Bophelong Intermediate Primary School,Sport & Recreation,400000
Border Cricket Board,Sport & Recreation,1900000
"Border Cricket Board (Kwelera Cricket
Club)",Sport & Recreation,204500
Border Golf Union,Sport & Recreation,217140
Border Ladies Golf,Sport & Recreation,100000
Border Rugby Football Union,Sport & Recreation,400000
Border Squash,Sport & Recreation,18010
Botebo-Tsebo Secondary School,Sport & Recreation,323887
Botjhabatsatsi Intermediate School,Sport & Recreation,350000
Bowls South Africa,Sport & Recreation,1325638
Brackenfell High School,Sport & Recreation,500000
Brandenburg Primary school,Sport & Recreation,500000
Bredarsdorp Athletic Club,Sport & Recreation,172020
Breede Valley Municipality,Sport & Recreation,550000
"Breerivier-Wynland Landelike
Ontwikkelings Vereen.",Sport & Recreation,206345
Bridgton Junior Secondary School,Sport & Recreation,320000
Brits Rugby Club,Sport & Recreation,299498
Buffalo City College,Sport & Recreation,1000000
Bukhosibetfu Lower Primary School,Sport & Recreation,250000
Bultfontein Primary School,Sport & Recreation,400000
"Bumbanani Lower/Higher Primary
School",Sport & Recreation,49711
Burgwal Lower Primary School,Sport & Recreation,287100
Cambridge Academy,Sport & Recreation,567581
Cambridge Primary School,Sport & Recreation,400000
Cambridge Primary School,Sport & Recreation,300000
Cambridge Primary School,Sport & Recreation,552900
Canoeing South Africa,Sport & Recreation,4032127
Canoeing South Africa,Sport & Recreation,1320000
Canoeing South Africa,Sport & Recreation,4032127
Canoeing South Africa,Sport & Recreation,1320000
Carpe Diem School,Sport & Recreation,692495
Cederberg Municipality,Sport & Recreation,2000000
Celetyuma Primary School,Sport & Recreation,49711
Central Gauteng  Aquatics,Sport & Recreation,760000
Central Gauteng Athletics,Sport & Recreation,312300
Central Gauteng Judo,Sport & Recreation,350000
Central Hockey Club,Sport & Recreation,50000
Centurion Rugby Club,Sport & Recreation,269963
Chakaza Primary School,Sport & Recreation,28500
Children's Disability Centre,Sport & Recreation,130307.7
Christel House South Africa,Sport & Recreation,400000
Chweni Primary School,Sport & Recreation,404000
Citrusdal Golf Club,Sport & Recreation,450000
City of Cape Town,Sport & Recreation,1500000
Clanwilliam Golf Club,Sport & Recreation,12500
Clanwilliam Golf Club,Sport & Recreation,360000
Colana Senior Secondary School,Sport & Recreation,250000
Colana Senior Secondary School,Sport & Recreation,250000
College of Cape Town,Sport & Recreation,828687
College of Cape Town,Sport & Recreation,1000000
College Street Primary School,Sport & Recreation,400000
Connie Mulder Centre,Sport & Recreation,143937
Conville Primary School,Sport & Recreation,250000
Cresslawn Primary School,Sport & Recreation,257640
CSIR (Sports Technology Centre),Sport & Recreation,4210389
Daeraad School,Sport & Recreation,345000
Dagbreek Primary School,Sport & Recreation,350000
Dale College Boys High School,Sport & Recreation,350168
Dale College Boys High School,Sport & Recreation,350168
Daniye Primary School,Sport & Recreation,500000
De Aar Junior Primary School,Sport & Recreation,294599
De Aar Primary School,Sport & Recreation,699999
De Vos Malan High School,Sport & Recreation,350000
De Wagendrift Combined School,Sport & Recreation,250000
Delmas High School,Sport & Recreation,400000
Delmas High School,Sport & Recreation,300000
Delmas Municipal Council,Sport & Recreation,500000
Delportshoop Primary School,Sport & Recreation,250000
Denga Secondary School,Sport & Recreation,200000
DG Mashego Primary School,Sport & Recreation,93554
Diazville Senior Secondary School,Sport & Recreation,400000
Diazville Senior Secondary School,Sport & Recreation,300000
"Dibeng Sa Tsebo Public (Primary)
School",Sport & Recreation,350000
"Dibeng Sa Tsebo Public (Primary)
School",Sport & Recreation,177348
Dinkwe Primary School,Sport & Recreation,350000
Diocesan College Council,Sport & Recreation,700000
Dipakapakeng Primary School,Sport & Recreation,776250
Dipetlewane Primary School,Sport & Recreation,350000
Diphalane Community/Public School,Sport & Recreation,50000
Dirkie Uys High School,Sport & Recreation,684000
Dlamini Secondary School,Sport & Recreation,490000
Dondashe Secondary School,Sport & Recreation,49711
Dorrington Matsepe School,Sport & Recreation,400000
Dr CF Visser Primary School,Sport & Recreation,700000
Dr Izak van Niekerk Primary School,Sport & Recreation,280852
Duduzile Secondary School,Sport & Recreation,200000
Dundee Bowling Club,Sport & Recreation,38874
Durban North Primary School,Sport & Recreation,749999
Durban Tennis Association,Sport & Recreation,450000
Eagle Tumbling Club,Sport & Recreation,285000
Earlington Secondary School,Sport & Recreation,204650
Eastern Cape Academy of Sport,Sport & Recreation,2250000
Eastern Cape Rowing Association,Sport & Recreation,601100
"Eastern Gauteng Gymnastics
Vereeniging",Sport & Recreation,1444967
Eastern Gauteng Hockey Association,Sport & Recreation,2250000
Eastern Gauteng Wrestling Association,Sport & Recreation,863610
Eastern Province Aquatics,Sport & Recreation,536483
Eastern Province Athletics Union,Sport & Recreation,412400
Eastern Province Rugby Union,Sport & Recreation,1200344
Eastern Province Surfing Council,Sport & Recreation,300000
"Eastern Province Tenpin Bowling
Association",Sport & Recreation,601900
Eben Donges High School,Sport & Recreation,329897
Ebetsamang Primary School,Sport & Recreation,420000
Ebisbonisweni Primary School,Sport & Recreation,300000
Ebony Park Primary School,Sport & Recreation,336483
Eden Park Secondary School,Sport & Recreation,700000
Eden Training Centre,Sport & Recreation,500000
Edenvale High School,Sport & Recreation,700000
Ed-U-College Welkom,Sport & Recreation,400000
Edward Homu Seecondary School,Sport & Recreation,500000
Edward Matyeka Primary School,Sport & Recreation,400000
Edward Primary School Governing Body,Sport & Recreation,550000
Ehlanzeni FET College,Sport & Recreation,750000
Ekukhuleni Secondary School,Sport & Recreation,250000
Ekurhuleni West College for FET,Sport & Recreation,1000000
Ekwethembeni Primary School,Sport & Recreation,150000
Eldorado Local Foootball Association,Sport & Recreation,1485813
Elgin Rowing Club,Sport & Recreation,450000
Elliot Hoerskool Skoolfonds,Sport & Recreation,400000
Emakhazeni Local Municipality,Sport & Recreation,334000
Embuyiselo Primary School,Sport & Recreation,250000
Emtfonjeni Primary School,Sport & Recreation,450000
Endabeni Primary School,Sport & Recreation,250000
Endumeni Primary School,Sport & Recreation,579005
"Entuthukweni Community Primary
School",Sport & Recreation,400000
Ephraim Mogale Primary School,Sport & Recreation,500000
Ernest Matlou Primary School,Sport & Recreation,50000
Esayidi FET College,Sport & Recreation,1380000
E-Sports,Sport & Recreation,300000
Esselen Park Secondary School,Sport & Recreation,276781
Evergreens RFC,Sport & Recreation,281150
Ezinqoleni Municipality,Sport & Recreation,570000
Fairbreeze Secondary School,Sport & Recreation,267900
Fairbreeze Secondary School,Sport & Recreation,266427
False Bay College,Sport & Recreation,1009128
Fasfacts,Sport & Recreation,150000
Federation of Dance Sport SA,Sport & Recreation,758961
Federation of Dance Sport SA,Sport & Recreation,548900
Federation of Dance Sport SA,Sport & Recreation,758961
Fezokuhle Primary School,Sport & Recreation,400000
FH Odendaal High School,Sport & Recreation,500000
FJ Kloppers Primary School,Sport & Recreation,388000
Forest Town School for Cerebral Palsy,Sport & Recreation,223906
Frances Vorweg Skool,Sport & Recreation,400000
Franklin D Roosevelt School,Sport & Recreation,417085
Franskraal Bowling Club,Sport & Recreation,201143
Free State Cricket Union,Sport & Recreation,1770000
Fukama Primary School,Sport & Recreation,500000
Fundukhuphuke Higher Primary School,Sport & Recreation,400000
Fuyatha Primary School,Sport & Recreation,200000
Fuyatha Primary School,Sport & Recreation,315000
Gakhunwana High School,Sport & Recreation,700000
Ganoke Primary School,Sport & Recreation,490000
Gaopotlake High School,Sport & Recreation,437700
Gardens Tennis Club,Sport & Recreation,450000
Gauteng Canoe Union,Sport & Recreation,1046419
Gauteng Central Tennis Association,Sport & Recreation,1268745
Gauteng Cricket Board,Sport & Recreation,1222333
Gauteng Cricket Board,Sport & Recreation,500000
Gauteng North Table Tennis Board,Sport & Recreation,125000
"Gauteng North Tenpin Bowling
Association",Sport & Recreation,197500
Gauteng Rowing Association,Sport & Recreation,244800
Gauteng Table Tennis Association,Sport & Recreation,431262
Geelhoutpark Secondary School,Sport & Recreation,450000
George Service Clubs Utility Company,Sport & Recreation,29977
Geysdorp Secondary School,Sport & Recreation,400000
Gonubie Golf Club,Sport & Recreation,450000
Gonubie Sport Club,Sport & Recreation,400000
"Great North Softball Assoc (Limpopo
Softball)",Sport & Recreation,399572
Greater Kokstad Municipality,Sport & Recreation,540000
Greenfields Secondary School,Sport & Recreation,400000
"Greenhills Super Tigers Football
Academy",Sport & Recreation,28500
Greenside High School,Sport & Recreation,546071
Greenwood (Independent) Primary,Sport & Recreation,286358
Griffons Rugby Union,Sport & Recreation,1165075
Griqualand West  Hockey Association,Sport & Recreation,1000000
Griqualand West  Hockey Association,Sport & Recreation,1000000
Griqualand West Cricket Board,Sport & Recreation,1875000
"Griqualand West Rugby Union
Development",Sport & Recreation,315000
Gubevu J/S Primary School,Sport & Recreation,450289
Gugulethu Primary School,Sport & Recreation,300000
Gutjwa Primary School,Sport & Recreation,500000
Gwaleliweni School Building Fund,Sport & Recreation,250000
Gwegwede Primary School,Sport & Recreation,50000
Halemela Secondary School,Sport & Recreation,300000
"Hammanskraal Local Football
Association",Sport & Recreation,218665
Hanover Primary School,Sport & Recreation,700000
Hartsrivier Primary School No2,Sport & Recreation,667500
Hazeldene Primary School,Sport & Recreation,405163
Hermana Primary School,Sport & Recreation,474974
Hermanus Primary School,Sport & Recreation,471737
Hermanus Waldorf School,Sport & Recreation,501560
Hlabisa JP School,Sport & Recreation,500000
Hlomani Secondary School,Sport & Recreation,300000
Hobo Senior Secondary School,Sport & Recreation,50000
Hoer Tegniese Skool (Klerksdorp),Sport & Recreation,640000
Hoerskool Brits,Sport & Recreation,400000
Hoerskool Carletonville,Sport & Recreation,392276
Hoerskool Delportshoop,Sport & Recreation,300000
Hoerskool Die Wilgers,Sport & Recreation,399253
Hoerskool Dr. Malan,Sport & Recreation,700000
Hoerskool Goudini,Sport & Recreation,400000
Hoerskool Jan de Klerk,Sport & Recreation,700000
Hoerskool Jim Fouche,Sport & Recreation,40000
Hoerskool Kanonkop,Sport & Recreation,393157
Hoerskool Kathu,Sport & Recreation,300000
Hoerskool Kriel,Sport & Recreation,400000
Hoerskool Outeniqua,Sport & Recreation,400000
Hoerskool Outeniqua,Sport & Recreation,300000
Hoerskool Overvaal,Sport & Recreation,400000
Hoerskool Prieska,Sport & Recreation,400000
Hoerskool Rustenburg,Sport & Recreation,555138
Hoerskool Schweizer Reneke,Sport & Recreation,300000
Hoerskool Upington,Sport & Recreation,350000
Hoffe Park Recreational Club,Sport & Recreation,400000
Holy Family College,Sport & Recreation,348600
HTT Bidi Memorial Primary School,Sport & Recreation,250000
Hudson Park High School,Sport & Recreation,383040
Ikageng Junior Secondary School,Sport & Recreation,500000
Ikageng Primary (Intermediate) School,Sport & Recreation,347700
Ikageng Primary (Intermediate) School,Sport & Recreation,241680
Ikageng Primary School,Sport & Recreation,50000
Ikageng Primary School,Sport & Recreation,200000
IM Manchu High School,Sport & Recreation,286800
Imemeza High School,Sport & Recreation,350000
Imfundo Middle School,Sport & Recreation,350000
Imfundo Middle School,Sport & Recreation,350000
Imingcangathelo Secondary School,Sport & Recreation,300000
Imingcangathelo Secondary School,Sport & Recreation,199901
Imisebeyelanga Services,Sport & Recreation,39700
Indiya Ganyane Primary School,Sport & Recreation,194000
Indiya Ganyane Primary School,Sport & Recreation,50000
Institute for the Blind Industries,Sport & Recreation,176358
"International Institute for Sport &
Science Fitness Training SA",Sport & Recreation,417854
"International Institute for Sport &
Science Fitness Training SA",Sport & Recreation,750000
"International Institute for Sport &
Science Fitness Training SA",Sport & Recreation,620447
Inxuba Yethemba Municipality,Sport & Recreation,354000
IR Griffith Primary School,Sport & Recreation,300000
Irene Homes,Sport & Recreation,415604
Isaac Mokoena Primary School,Sport & Recreation,350000
Isicelosethu High School,Sport & Recreation,250000
Isikhumbuzo High School,Sport & Recreation,527000
IsiQalo Primary School,Sport & Recreation,700000
Isizwe Setjhaba Secondary School,Sport & Recreation,350000
Ivory Park Secondary School,Sport & Recreation,500000
Jai Hind Primary School,Sport & Recreation,390000
Jali High/Secondary School,Sport & Recreation,49711
Jannie Brink Skool,Sport & Recreation,500000
JE Malepe Secondary School,Sport & Recreation,36000
JG Jansen Intermediate School,Sport & Recreation,350000
Jim Fouche Primary School,Sport & Recreation,350000
Johannesburg Canoe Club,Sport & Recreation,450000
John Mbhedlhe Secondary School,Sport & Recreation,250000
John Pama Primary School,Sport & Recreation,50000
Jubisa Lower/Higher Primary School,Sport & Recreation,450289
Judo South Africa,Sport & Recreation,1000000
Kanyalanga Primary School,Sport & Recreation,350000
Kanyisa School,Sport & Recreation,342500
Kayamandi High School,Sport & Recreation,400000
Keagile HP School,Sport & Recreation,400000
Kebonang Secondary School,Sport & Recreation,250000
Keketso Primary School,Sport & Recreation,500000
Keurhof Special School,Sport & Recreation,580641
Kgatabela (Primary) School,Sport & Recreation,398200
Kgoedi Primary School,Sport & Recreation,50000
Kgomoco Primary School,Sport & Recreation,500000
Kgomoco Primary School,Sport & Recreation,200000
Kgopodi Primary School,Sport & Recreation,300000
Kgopodi Primary School,Sport & Recreation,200000
Kgosithebe Combined School,Sport & Recreation,300000
Kgotlopong Primary School,Sport & Recreation,462816
Khanyisani Secondary School,Sport & Recreation,500000
Kharwastan Secondary School,Sport & Recreation,700000
Khayelihle Primary School,Sport & Recreation,700000
Kimberley Cricket Association,Sport & Recreation,600000
Kimberley Girls High School,Sport & Recreation,592800
Kimberley Golf Club,Sport & Recreation,450000
Kimberley Junior School,Sport & Recreation,300000
Kimberley Military Sports Club,Sport & Recreation,397871
Kimberley Training Centre,Sport & Recreation,500000
King David Golf Club,Sport & Recreation,293627
King Edward School Fund,Sport & Recreation,257077
Kingsway High School,Sport & Recreation,525000
Kingswood College,Sport & Recreation,700000
Kleinbaai Country Club,Sport & Recreation,450000
Knysna Municipality,Sport & Recreation,333333
Koboti Junior Primary School,Sport & Recreation,200000
Kodumela Primary School,Sport & Recreation,400000
Kokami Primary School,Sport & Recreation,500000
Kopa Secondary School Committee,Sport & Recreation,467586
Kopanelo Secondary School,Sport & Recreation,300000
Kopella Primary School,Sport & Recreation,313957
Koppie Alleen Primary School,Sport & Recreation,413820
Kruitberg Primary School,Sport & Recreation,500000
Kuhle Primary School,Sport & Recreation,450289
Kumalo Primary School,Sport & Recreation,336500
Kutloanong High School (Kutlwanong),Sport & Recreation,350000
Kwaggalaagte Primary School,Sport & Recreation,307800
Kwamhlanga Senior Secondary School,Sport & Recreation,450000
Kwazulu Natal Triathlon Association,Sport & Recreation,500000
Kwazulu Natal Triathlon Association,Sport & Recreation,670700
Kweetsa Primary School,Sport & Recreation,45263
Kwetse L/H Primary School,Sport & Recreation,50000
KZN Academy of Sport,Sport & Recreation,1000000
KZN Academy of Sport,Sport & Recreation,2000000
KZN Athletics,Sport & Recreation,2500000
KZN Canoe Union,Sport & Recreation,631500
KZN Golf Union,Sport & Recreation,564000
KZN Gymnastics Union,Sport & Recreation,368577
KZN Hockey Association,Sport & Recreation,473964
KZN Ladies Golf Association,Sport & Recreation,440900
KZN Olympic Style Boxing Association,Sport & Recreation,500000
"KZN Olympic Style Organisation
(Ethekwini)",Sport & Recreation,234850
"KZN Olympic Style Organisation
(Zululand)",Sport & Recreation,91800
Ladybrand Secondary School,Sport & Recreation,400000
Laerskool Badplaas Skool Fonds,Sport & Recreation,441275
Laerskool Bergland,Sport & Recreation,400000
Laerskool Christiaan Beyers,Sport & Recreation,300000
Laerskool Clocolan,Sport & Recreation,499891
Laerskool Drie Riviere,Sport & Recreation,400000
Laerskool George-Suid,Sport & Recreation,93470
Laerskool Gericke,Sport & Recreation,400000
Laerskool Handhawer,Sport & Recreation,400000
Laerskool Japie Greyling,Sport & Recreation,452626
Laerskool Kathu,Sport & Recreation,248922
Laerskool Morewag,Sport & Recreation,78736
Laerskool Nahoon,Sport & Recreation,400000
Laerskool Nahoon,Sport & Recreation,290800
Laerskool Orion,Sport & Recreation,400000
Laerskool Park,Sport & Recreation,402500
Laerskool Rayton,Sport & Recreation,662920
Laerskool Rustenburg,Sport & Recreation,700000
Laerskool Sonlandpark,Sport & Recreation,350000
Laerskool Staats President,Sport & Recreation,441982
Laerskool Stilfontein,Sport & Recreation,350000
Laerskool Stilfontein,Sport & Recreation,350000
Laerskool Suikerbos,Sport & Recreation,350000
Laerskool Unitaspark,Sport & Recreation,700000
Laerskool Valhalla,Sport & Recreation,300000
Laerskool Zeerust,Sport & Recreation,400000
LD Moetanalo Secondary School,Sport & Recreation,302000
League of Friends of the Blind,Sport & Recreation,227738
Leboneng Primary School Committtee,Sport & Recreation,315000
Leboneng Primary School Committtee,Sport & Recreation,356460
Leema Primary School,Sport & Recreation,400000
Lekanang Primary School,Sport & Recreation,250000
Leonard Ntshuntshe Secondary School,Sport & Recreation,300000
Leopard's Rugby Union,Sport & Recreation,-159657
Leopard's Rugby Union,Sport & Recreation,259994
Leratadima Primary School,Sport & Recreation,500000
Leruntse-Lesedi High School,Sport & Recreation,57969
Lesele Middle School,Sport & Recreation,400000
Leshobo Secondary School,Sport & Recreation,350000
Letaba FET College,Sport & Recreation,1010000
Lethabong Primary School,Sport & Recreation,400000
Letsapa Primary School,Sport & Recreation,350000
Letshega Malokwane Secondary School,Sport & Recreation,500000
Letsibolo Primary School,Sport & Recreation,520000
Letsie Combined (Primary) School,Sport & Recreation,500000
Lettie Fouche School,Sport & Recreation,700000
Libangeni Junior Secondary School,Sport & Recreation,300000
Lichtenburg Primary School,Sport & Recreation,242140
Lifalethu Primary School,Sport & Recreation,500000
"Light of the Nations - Christian Achievers
Academy",Sport & Recreation,500000
Lilyfontein School,Sport & Recreation,400000
Lilyfontein School,Sport & Recreation,300000
Limpopo Academy of Sport,Sport & Recreation,1400000
Limpopo Academy of Sport,Sport & Recreation,1500000
Limpopo Academy of Sport,Sport & Recreation,1500000
Lindisa Primary School,Sport & Recreation,700000
Lisbon Primary School,Sport & Recreation,99800
Logaga Primary School,Sport & Recreation,400000
Logan Rugby Region,Sport & Recreation,300000
Lokaleng Primary Community School,Sport & Recreation,700000
Lokgabeng Primary School,Sport & Recreation,486000
Londhindha Primary School,Sport & Recreation,250000
Loskuil Primary School,Sport & Recreation,360000
Louis Botha Technical High School,Sport & Recreation,360000
Luckhoff Primary School,Sport & Recreation,60000
Luyteville Lower/Higher Primary School,Sport & Recreation,50000
Lwandani Secondary School,Sport & Recreation,500000
Mabatho HP (Intermediate) School,Sport & Recreation,350000
Mabhumane Primary School,Sport & Recreation,350000
Mabje A Kgoro Primary School,Sport & Recreation,700000
Machakela Motau Middle School,Sport & Recreation,400000
Madibogo Batlhaping Primary School,Sport & Recreation,319734
Madlayedwa Secondary School,Sport & Recreation,499972
Mafale Primary School,Sport & Recreation,500000
Mafori Mphahlele High School,Sport & Recreation,600000
Mafu Secondary School,Sport & Recreation,300000
Magaduzela Primary School,Sport & Recreation,250000
Magasela Lower Primary School,Sport & Recreation,350000
Mahlabatheng Public School,Sport & Recreation,380000
Maijane Primary School,Sport & Recreation,707500
Maiketso Primary School,Sport & Recreation,380700
Makaula Senior Secondary School,Sport & Recreation,250000
Makgethe HP School,Sport & Recreation,600000
Makgetse High School,Sport & Recreation,700000
Makgomo Day Care Centre,Sport & Recreation,50000
Makgope Primary School,Sport & Recreation,496958
Makhaloaneng JP School,Sport & Recreation,350000
Makhetheng Primary School,Sport & Recreation,350000
Makhosana Senior Secondary School,Sport & Recreation,250000
Makotaseng Primary School,Sport & Recreation,350000
Malebaleba Public Primary School,Sport & Recreation,581856
Malefo High School,Sport & Recreation,450000
Malusi Omuhle Primary School,Sport & Recreation,250000
Maluti FET College,Sport & Recreation,500000
"Mamatlepa Kgashane Higher Primary
School",Sport & Recreation,177000
Mandlesive High School,Sport & Recreation,300000
Mandlethu FET  Secondary School,Sport & Recreation,400000
Mandlethu Lower Primary,Sport & Recreation,465615
Manger Care Centre,Sport & Recreation,141795
Manor Gardens Primary School,Sport & Recreation,409640
Maokeng Primary School,Sport & Recreation,350000
Mapaleni Primary School,Sport & Recreation,25256
Mapangula Primary School,Sport & Recreation,381900
Maphutha Secondary School,Sport & Recreation,200000
Marataditse Primary School,Sport & Recreation,14012
Maratapelo  Combined (Primary) School,Sport & Recreation,50000
Marburg Primary School,Sport & Recreation,342500
Margate Saints Surf Life,Sport & Recreation,450000
Marhagi Secondary School,Sport & Recreation,150000
Marhagi Secondary School,Sport & Recreation,484139
Maritzburg Golf Club,Sport & Recreation,450000
Marokolong Primary School,Sport & Recreation,350000
Marota Primary School,Sport & Recreation,315500
Martin Oosthuizen High School,Sport & Recreation,351615
Marula Primary School,Sport & Recreation,429800
Marula Primary School,Sport & Recreation,270200
Mary Help of Christians Primary School,Sport & Recreation,188843
Masaleng Primary School,Sport & Recreation,143110
Maselesele Primary School,Sport & Recreation,500000
Masia Senior Primary School,Sport & Recreation,350000
Masihambisane Primary School,Sport & Recreation,442170
Masisebenze Comprehensive School,Sport & Recreation,400000
Matailane High School,Sport & Recreation,150000
Mateane Primary School,Sport & Recreation,700000
Mathopestad Primary School,Sport & Recreation,350000
Matla Combined School,Sport & Recreation,400000
Matsa High School,Sport & Recreation,450289
Matsa High School,Sport & Recreation,49711
Matshele Primary School,Sport & Recreation,370000
Matzikama Municipality,Sport & Recreation,639667
Maupa Primary School,Sport & Recreation,500000
Mavela High School,Sport & Recreation,250000
Mavhunga Primary School,Sport & Recreation,400000
Mbatini Primary School,Sport & Recreation,50000
Mbedlwana Secondary School,Sport & Recreation,300000
Mbhangazeki Secondary School,Sport & Recreation,500000
Mbongeni Primary School,Sport & Recreation,300000
Mbongo Primary School,Sport & Recreation,250000
Mbuduma Secondary School,Sport & Recreation,250000
Mcauley House School,Sport & Recreation,409060
Mdladla High School,Sport & Recreation,250000
ME Makgato Secondary School,Sport & Recreation,500000
Meiringspark Primary,Sport & Recreation,476019
