Date,"Project Number",Name,Amount
2018-03-16T00:00:00Z,73839,"SOUTH AFRICAN NATIONAL ASSOCIATION OF THE BLIND & PARTIALLY SIGHTED PERSONS",749983.0
2018-02-09T00:00:00Z,73853,"PERFORMING ARTS NETWORK OF SOUTH AFRICA",720000.0
2017-04-19T00:00:00Z,73867,"S'HLANGENE DANCERS",180000.0
2017-08-23T00:00:00Z,73875,"THE ENGLISH ACADEMY OF SOUTHERN AFRICA",287287.8
2017-07-13T00:00:00Z,73876,KWAZULU,600000.0
2017-08-23T00:00:00Z,73878,"SIYAZISIZA TRUST",244880.0
2017-08-23T00:00:00Z,73902,"RUTH PROWSE SCHOOL OF ART",294396.4
2017-04-12T00:00:00Z,73912,"SIYAVUKA LATERAL IMPROVEMENT FOUNDATION",990000.0
2017-05-08T00:00:00Z,73919,"Lamathonsi Entertainment Community(ML Mateme)",9000000.0
2017-04-19T00:00:00Z,73932,"TLOUNARE COMMUNITY CRECHE",427000.0
2017-06-21T00:00:00Z,73954,"LEFIKA LA PHODISO: THE ART THERAPY CENTRE NPC",166264.0
2017-06-21T00:00:00Z,73980,"THE DUZI",380000.0
2017-11-14T00:00:00Z,73987,"KWAZULU NATAL MUSEUM",800000.0
2017-06-05T00:00:00Z,73991,"ORION ORGANISATION (THERAPEUTIC CENTRE FOR PHYSICALLY & MENTALLY DISABLED)",484960.0
2017-05-31T00:00:00Z,73994,"RETINA SOUTH AFRICA (EASTERN CAPE BRANCH)",885499.08
2017-04-07T00:00:00Z,74015,GOMACC,299340.0
2017-11-23T00:00:00Z,74040,"AFRICAN SAFARI LODGE FOUNDATION",760000.0
2017-08-17T00:00:00Z,74091,"WITBANK COMMUNITY RADIO",790280.0
2018-01-18T00:00:00Z,74095,"GATOA GAUTENG TOUR OPERATIONS ASSOCIATION",379006.0
2017-09-01T00:00:00Z,74111,"Tidimane Middle School",45000.5
2017-08-23T00:00:00Z,74126,"NATIONAL YOUTH DEVELOPMENT OUTREACH",380000.0
2017-04-07T00:00:00Z,74154,"SIYAZIGABISA CHILDREN, YOUTH AND COMMUNITY ORGANISATION",240000.0
2018-02-23T00:00:00Z,74228,"DO UBUNTU ORPHAN CAMPAIGN",1200000.0
2017-09-28T00:00:00Z,74243,"IZITHETHE DEVELOPMENT PROJECT",580000.0
2017-05-23T00:00:00Z,74256,"STELLENBOSCH UNIVERSITY",2000000.0
2017-05-12T00:00:00Z,74257,"TEKWANE PRIMARY SCHOOL",300000.02
2017-08-08T00:00:00Z,74268,"MALIBONGWE DAY CARE AND PRE",186383.0
2017-10-13T00:00:00Z,74271,"BECOMO ART CENTRE",150000.0
2017-06-29T00:00:00Z,74303,"MOTSWAKO PERFORMING ARTISTS",1000000.0
2018-01-22T00:00:00Z,74319,"TOBEKA MADIBA ZUMA FOUNDATION",2483600.0
2017-12-15T00:00:00Z,74341,"NATIONAL INSTITUTE FOR THE DEAF",300000.0
2018-03-12T00:00:00Z,74348,"HLUPHIZWE PRIMARY SCHOOL",200000.0
2017-08-21T00:00:00Z,74362,"HOLISIZWE PRIMARY SCHOOL",80000.0
2018-01-25T00:00:00Z,74366,"THE PHASI MUSEUM TRUST",475000.0
2017-07-07T00:00:00Z,74388,"DAYISWAYO PRIMARY SCHOOL",184772.34
2017-12-15T00:00:00Z,74405,"MAMBULU PRIMARY SCHOOL",104000.0
2017-09-07T00:00:00Z,74477,"MALAKABENG INTERMEDIATE SCHOOL",120000.0
2017-08-25T00:00:00Z,74487,"INKANYEZI COMMUNITY DEVELOPMENT",400000.0
2017-08-21T00:00:00Z,74548,"DLANGAMANDLA PRIMARY SCHOOL",80000.0
2018-03-16T00:00:00Z,74555,"DUNDEE JUNIOR SECONDARY SCHOOL",100000.0
2017-12-15T00:00:00Z,74556,ZIPHAKAMISE,189100.0
2017-07-07T00:00:00Z,74567,"BATSHE PRIMARY SCHOOL",200000.0
2017-11-21T00:00:00Z,74596,"SINAKHO TRUST",860000.0
2017-08-29T00:00:00Z,74614,"MUSIC VOYAGE",200000.0
2017-05-03T00:00:00Z,74639,"PASCAP TRUST",200000.0
2017-12-14T00:00:00Z,74653,AFESIS,1999835.4
2018-02-09T00:00:00Z,74659,"UMTHATHI TRAINING PROJECT TRUST",140000.0
2017-12-15T00:00:00Z,74660,"COOKHOUSE CHILDREN FOUNDATION",1853550.95
2017-08-17T00:00:00Z,74663,"SA COLLEGE FOR TOURISM",599996.0
2017-11-21T00:00:00Z,74678,"Stirling High School",190000.0
2017-10-13T00:00:00Z,74683,"DURBAN UNIVERSITY OF TECHNOLOGY",378024.51
2017-09-01T00:00:00Z,74690,"LOVEDALE FET COLLEGE",380000.0
2017-09-19T00:00:00Z,74693,"COLLEGE STREET PRIMARY SCHOOL",380000.0
2017-04-07T00:00:00Z,74699,"TSWELOPELE HOME BASED CARE PROJECT",200000.0
2017-05-29T00:00:00Z,74711,"FOUNDATION FOR A SAFE SOUTH AFRICA",560168.0
2018-03-16T00:00:00Z,74719,"KOPANANG YOUTH CLUB",180000.0
2017-08-01T00:00:00Z,74721,"VUKA LOVA ARTS & CULTURAL GROUP",900000.0
2017-11-14T00:00:00Z,74721,"VUKA LOVA ARTS & CULTURAL GROUP",600000.0
2017-06-05T00:00:00Z,74722,"CAPE FLATS DEVELOPMENT ASSOCIATION",959728.0
2017-11-21T00:00:00Z,74739,"NATIONAL ASSOCIATION FOR PERSONS WITH CEREBRAL PALSY",200000.0
2017-05-12T00:00:00Z,74749,"JSM COMMUNITY PROJECT",59381.23
2017-09-01T00:00:00Z,74750,"MEDIA PEACE CENTRE",380000.0
2017-05-03T00:00:00Z,74781,"BATHUSENG ORPHANS, VULNERABLE AND HOME COMMUNITY BASED CARE",179813.0
2017-08-08T00:00:00Z,74795,"TJIANE DROP IN CENTRE",109999.6
2017-08-23T00:00:00Z,74805,"THE SOUTH AFRICAN NATIONAL DANCE TRUST",379780.0
2018-03-16T00:00:00Z,74807,"THE BRIGHT MORNING STAR NURSERY SCHOOL",379999.45
2018-02-28T00:00:00Z,74821,"CATHOLIC WELFARE AND DEVELOPMENT",200000.0
2017-11-21T00:00:00Z,74824,"UNIVERSITY OF THE WESTERN CAPE",189880.0
2017-09-01T00:00:00Z,74829,"FROM THE HIP: KHULUMAKAHLE",300000.0
2017-12-14T00:00:00Z,74839,"NOKWE CREATIVE AND DEVELOPMENT",386070.0
2017-09-01T00:00:00Z,74842,"ITSOSENG WOMEN'S PROJECT",100000.0
2017-05-12T00:00:00Z,74856,"ELIM CARE GROUP PROJECT",299999.0
2017-11-30T00:00:00Z,74895,"KARA HERITAGE INSTITUTE",2171376.0
2017-04-07T00:00:00Z,74898,"MATSAKA BRASS BAND",100000.0
2017-05-12T00:00:00Z,74911,"TOOSENG HOME BASED CARE",238757.25
2017-08-15T00:00:00Z,74961,"WEST RAND YOUTH DEVELOPMENT",1000000.0
2017-06-21T00:00:00Z,74969,"SIAMISANG PRIMARY SCHOOL",360000.0
2017-09-01T00:00:00Z,75050,"EBUHLENI BETHU EDU",136000.0
2018-03-16T00:00:00Z,75079,"SOUTH AFRICAN COLLEGE PRINCIPALS ORGANISATION",2.0896667E7
2017-05-12T00:00:00Z,75114,"ROSEMOOR HOME FOR THE AGED",214000.0
2017-09-07T00:00:00Z,75239,"VOLLEYBALL SOUTH AFRICA",6000000.0
2017-06-07T00:00:00Z,75255,"IKUSASA LE SIZWE COMMUNITY PROJECTS",728562.97
2017-08-08T00:00:00Z,75291,"BORDER CRICKET",3989475.0
2018-03-28T00:00:00Z,75309,"SPECIALISTS AGENTS FOR YOUTH",6500000.0
2017-11-21T00:00:00Z,75310,"KZN ACADEMY OF SPORT",5520050.0
2017-08-08T00:00:00Z,75313,"S A S C O C",5002750.0
2017-04-19T00:00:00Z,75984,"POTCHEFSTROOM COUNTRY CLUB/POTCHEFSTROOM BUITEKLUB",47525.26
2017-11-28T00:00:00Z,76188,"MANDEVILLE AQUATICS DISABILITY SWIMMING CENTRE OF EXCELLENCE",60650.0
2017-10-19T00:00:00Z,76267,"BUTHELELANI PRIMARY SCHOOL",300000.0
2017-10-02T00:00:00Z,76297,"MARKS PARK CRICKET CLUB",195054.0
2017-10-19T00:00:00Z,76360,"QHUBEKANI PRIMARY SCHOOL",200082.0
2017-05-12T00:00:00Z,76375,"DESPATCH TENNIS CLUB",120000.0
2017-05-11T00:00:00Z,76717,"MFAKUBHEKA PRIMARY SCHOOL",300000.0
2018-02-23T00:00:00Z,77123,"SEJANKABO SECONDARY SCHOOL",300000.0
2018-02-23T00:00:00Z,77238,"MODISE KANONO MIDDLE SCHOOL",250000.0
2017-12-15T00:00:00Z,77246,"MABUDUGA PRIMARY SCHOOL",300000.0
2017-07-07T00:00:00Z,77251,"SEFAHONE PRIMARY SCHOOL",299863.0
2017-06-05T00:00:00Z,77257,"MADUMANE PRIMARY SCHOOL",49796.6
2017-12-15T00:00:00Z,77258,"SHAMIRIRI COMBINED SCHOOL",299853.6
2018-01-18T00:00:00Z,77451,"MASHASHANE PRIMARY SCHOOL",300000.0
2017-04-19T00:00:00Z,77530,"BAKHUTSONG SECONDARY SCHOOL",287895.0
2017-08-23T00:00:00Z,77598,"RAKGOATHA PRIMARY SCHOOL",50000.0
2017-06-05T00:00:00Z,77943,"MAKOTASENG PRIMARY SCHOOL",250000.0
2017-05-03T00:00:00Z,77966,"NAKGWADI SECONDARY SCHOOL",282940.0
2017-12-15T00:00:00Z,77968,"MASEKANE PRIMARY SCHOOL",45815.0
2017-05-25T00:00:00Z,78018,"INTSHAYELELO PRIMARY SCHOOL",300000.0
2017-10-27T00:00:00Z,78066,"GEORGE FREDERICKS PRIMARY SCHOOL",296777.0
2017-09-01T00:00:00Z,78070,"ST. THOMAS PRIMARY SCHOOL",300000.0
2017-05-03T00:00:00Z,78147,"ROLIHLAHLA INTERMEDIATE SCHOOL",300000.0
2017-06-05T00:00:00Z,78192,"HARVINIA TENNIS CLUB",200000.0
2017-06-05T00:00:00Z,78290,"Marakabela Primary School",291773.25
2017-08-15T00:00:00Z,78296,"NGWAABE HIGH SCHOOL",150000.0
2017-04-21T00:00:00Z,78353,"NATAL CANOE CLUB",200000.0
2018-01-19T00:00:00Z,78453,"THE SCHOLA AMORIS SCHOOL TRUST",300000.0
2017-09-01T00:00:00Z,78523,"MLUNGHISI PRIMARY SCHOOL",267400.0
2017-08-30T00:00:00Z,78554,"GALAKWINSTROOM PRIMARY SCHOOL",302279.85
2017-07-07T00:00:00Z,78645,"RIVONINGO PRIMARY SCHOOL",304959.53
2017-04-19T00:00:00Z,78649,"BOTSHOLLA SECONDARY SCHOOL",300000.0
2018-03-16T00:00:00Z,78801,"TSABA PUBLIC SCHOOL",300000.0
2017-05-12T00:00:00Z,78836,"ILINGE  PRIMARY SCHOOL",49744.05
2017-08-25T00:00:00Z,78873,"ZWELITSHA HIGHER PRIMARY SCHOOL",300000.0
2017-08-08T00:00:00Z,78909,"Mxhume J.S.S",298123.0
2017-11-23T00:00:00Z,78933,"Ngxingxolo Primary School",48501.3
2017-08-17T00:00:00Z,78934,"PAPASI JUNIOR SEC SCHOOL",300000.0
2017-08-25T00:00:00Z,78942,"FORT MALAN SENIOR SECONDARY SCHOOL",300000.0
2017-05-12T00:00:00Z,78985,"MZAMOWETHU PUBLIC SCHOOL",300031.81
2017-05-12T00:00:00Z,78988,"SIYAPHAMBILI PRIMARY SCHOOL",49983.51
2017-08-15T00:00:00Z,78995,"Isolomzi Senior Secondary School",299665.78
2017-08-01T00:00:00Z,79098,"MMASESHA PRIMARY SCHOOL",286400.0
2017-05-12T00:00:00Z,79102,"NTSHABENI J.S.S",298460.0
2017-11-28T00:00:00Z,79114,"MT AYLIFF HOSPICE JUNIOR SECONDARY SCHOOL",300000.0
2017-04-21T00:00:00Z,79123,"BACHABANG PRIMARY SCHOOL",194997.85
2018-03-29T00:00:00Z,79131,"P.E. SAPS SPORT SOCIAL CLUB",49928.0
2017-05-17T00:00:00Z,79171,"PREMIER EDURANCE CLUB",200000.0
2017-08-25T00:00:00Z,79290,"UNION RUBGY FOOTBALL CLUB",196475.0
2017-05-29T00:00:00Z,79445,"MERCY KIDZ CORNER",1266666.0
2017-08-08T00:00:00Z,79445,"MERCY KIDZ CORNER",1266667.0
2017-07-07T00:00:00Z,79455,"MZAMOMHLE SPECIAL SCHOOL",48294.59
2017-07-07T00:00:00Z,79461,"DOUGLAS MBOPA  HIGH SCHOOL",297700.03
2017-08-15T00:00:00Z,79482,"KGOTSWANE SECONDARY SCHOOL",250000.0
2017-05-12T00:00:00Z,79483,"NOMATHAMSANQA PRIMARY SCHOOL",49997.2
2017-05-12T00:00:00Z,79501,"R.H GODLO SENIOR PRIMARY SCHOOL",167974.44
2017-08-25T00:00:00Z,79513,"ELLEN OLIVIER PRIMARY SCHOOL",300000.0
2018-01-22T00:00:00Z,79533,"IMEKHAYA PRIMARY SCHOOL",49778.3
2018-01-25T00:00:00Z,79545,"ROCK MOUNTAIN FOOTBALL CLUB",191614.0
2017-11-28T00:00:00Z,79561,"EDLELWENI PUBLIC PRIMARY SCHOOL",300942.0
2017-12-14T00:00:00Z,79579,"NELEDI EXPRESS FC",62205.85
2017-10-19T00:00:00Z,79584,"TIGHT MARKING FOOTBALL CLUB",50213.98
2017-04-07T00:00:00Z,79585,"MMESHI PRIMARY",300136.0
2017-05-03T00:00:00Z,79597,"TOM PANYANA JUNIOR PRIMARY SCHOOL",300000.0
2017-05-12T00:00:00Z,79599,"NOWAWE HIGH SCHOOL",49870.0
2018-01-19T00:00:00Z,79601,"MOKOBOLA PRIMARY SCHOOL",245000.0
2017-05-23T00:00:00Z,79637,"TUNGWANA JUNIOR SECONDARY SCHOOL",300000.0
2017-11-23T00:00:00Z,79641,"KALALO JUNIOR SECONDARY SCHOOL",151460.0
2017-08-01T00:00:00Z,79698,"PAARL SCHOOL FOR NEUTRALLY HANDICAPPED CHILDREN",300000.0
2017-05-12T00:00:00Z,79709,"SEA VIEW JUNIOR SECONDARY SCHOOL",151460.0
2017-07-24T00:00:00Z,79742,"MAYIBENYE JUNIOR SECONDARY SCHOOL",300000.0
2017-08-17T00:00:00Z,79794,"DE RUST SECONDARY SCHOOL",300000.0
2017-08-21T00:00:00Z,79857,"MOKOLO PRIMARY SCHOOL",300000.8
2018-01-19T00:00:00Z,79891,"HOME BOYS RUGBY FOOTBALL CLUB",200000.0
2017-04-21T00:00:00Z,79931,"MTAKAYISE PRIMARY SCHOOL",300000.0
2017-08-17T00:00:00Z,79937,"NELSON MANDELA TOWNSHIP ROWING CLUB",194834.94
2017-05-12T00:00:00Z,79948,"WESTVIEW TENNIS CLUB",513391.0
2017-05-12T00:00:00Z,79952,"KENTON TENNIS CLUB",200000.0
2017-10-27T00:00:00Z,79960,"WINDVOGEL UNITED RFC",200015.0
2017-08-17T00:00:00Z,79970,"HOUT BAY YACHT CLUB",142677.6
2017-05-23T00:00:00Z,80130,"VUKUHAMBE  SCHOOL",53025.0
2017-05-12T00:00:00Z,80160,"NCEMBU JUNIOR SECONDARY SCHOOL",299998.0
2017-05-12T00:00:00Z,80162,"MGEZWA JUNIOR SECONDARY SCHOOL",298835.99
2018-03-16T00:00:00Z,80190,SEULA,48400.0
2017-08-15T00:00:00Z,80195,"STEYNSBURG COMBINED SCHOOL",300679.03
2017-05-05T00:00:00Z,80272,"JOHN FRYLINCK INTERMEDIATE  SCHOOL",300000.0
2017-05-25T00:00:00Z,80305,"WOMEN'S HIGH PERFORMANCE ARTISTIC GYMNASTICS ORGANISATION",148143.16
2018-01-18T00:00:00Z,80324,"IPOPENG DAY CARE CENTRE",347472.0
2017-07-26T00:00:00Z,80346,"TSHIRELETSONG PRE",1266666.0
2017-10-03T00:00:00Z,80346,"TSHIRELETSONG PRE",1266667.0
2018-01-19T00:00:00Z,80346,"TSHIRELETSONG PRE",314640.0
2017-08-25T00:00:00Z,80357,"ITLOTLISENG DAY CARE",1266666.0
2017-11-07T00:00:00Z,80357,"ITLOTLISENG DAY CARE",1266667.0
2017-05-29T00:00:00Z,80399,"BONTLE DAY CARE CENTRE",1266666.0
2017-09-05T00:00:00Z,80399,"BONTLE DAY CARE CENTRE",1266667.0
2017-07-13T00:00:00Z,80524,"TSHIRELETSO DAY CARE CENTRE",1266666.0
2017-10-18T00:00:00Z,80524,"TSHIRELETSO DAY CARE CENTRE",1266667.0
2017-11-28T00:00:00Z,80527,"MAMBHONGWENI PRIMARY SCHOOL",295969.0
2017-11-23T00:00:00Z,80543,"REATLEGILE CRECHE",1266666.0
2017-10-05T00:00:00Z,80546,"TOKOLOGO CRECHE",1266666.0
2017-12-14T00:00:00Z,80546,"TOKOLOGO CRECHE",1266667.0
2017-07-13T00:00:00Z,80610,"XITENGA CRECHE COMMUNITY PROJECT",1266666.0
2017-08-30T00:00:00Z,80610,"XITENGA CRECHE COMMUNITY PROJECT",1266667.0
2017-06-23T00:00:00Z,80612,"BONISA PRE",1266666.0
2017-08-30T00:00:00Z,80612,"BONISA PRE",1266667.0
2017-07-31T00:00:00Z,80651,"ITIRELENG PRE & CRECHE",1266666.0
2018-03-16T00:00:00Z,80651,"ITIRELENG PRE & CRECHE",1266667.0
2017-06-23T00:00:00Z,80653,"SHINING STARS DAY CARE CENTRE",1266666.0
2017-11-07T00:00:00Z,80653,"SHINING STARS DAY CARE CENTRE",1266667.0
2017-05-23T00:00:00Z,80709,"LUTSHAYA PRE",1266666.0
2017-09-05T00:00:00Z,80709,"LUTSHAYA PRE",1266667.0
2017-07-13T00:00:00Z,80734,"OBEDIENCE DAY CARE CENTRE",1266666.0
2017-11-23T00:00:00Z,80734,"OBEDIENCE DAY CARE CENTRE",1266667.0
2017-05-17T00:00:00Z,80743,"MARTHA MAMOGALE CRECHE",1266666.0
2017-09-05T00:00:00Z,80743,"MARTHA MAMOGALE CRECHE",1266667.0
2017-07-13T00:00:00Z,80745,"ITIRELENG TATAISO DAY CARE CENTRE",1266666.0
2017-10-18T00:00:00Z,80745,"ITIRELENG TATAISO DAY CARE CENTRE",1266667.0
2017-05-17T00:00:00Z,80746,"OESI DAY CARE CENTRE",1266666.0
2017-10-05T00:00:00Z,80746,"OESI DAY CARE CENTRE",1266667.0
2017-05-17T00:00:00Z,80748,"MOLALATLADI CRECHE",1266666.0
2017-09-05T00:00:00Z,80748,"MOLALATLADI CRECHE",1266667.0
2017-04-05T00:00:00Z,80764,"BATHUSI EARLY LEARNING CENTRE",1266666.0
2017-05-11T00:00:00Z,80764,"BATHUSI EARLY LEARNING CENTRE",1266667.0
2017-08-22T00:00:00Z,80776,"HUG A BAG EDUCARE CENTRE",1266666.0
2017-12-11T00:00:00Z,80776,"HUG A BAG EDUCARE CENTRE",1266667.0
2017-05-12T00:00:00Z,80777,"NELSON MANDELA FENCING CLUB",40000.0
2017-04-05T00:00:00Z,80797,"BARATI PRE",1266666.0
2017-05-29T00:00:00Z,80797,"BARATI PRE",1266667.0
2018-02-09T00:00:00Z,80811,"Oasis Skills Development Centre",2568811.0
2017-04-05T00:00:00Z,80824,"MASAKHANE EDUCARE CENTRE",1266666.0
2017-05-11T00:00:00Z,80824,"MASAKHANE EDUCARE CENTRE",1266667.0
2017-06-23T00:00:00Z,80833,"MAKREPENI CRECHE",1266666.0
2017-11-07T00:00:00Z,80833,"MAKREPENI CRECHE",1266667.0
2017-06-23T00:00:00Z,80888,"PFUNEKANI DAY CARE CENTRE",1266666.0
2017-08-30T00:00:00Z,80888,"PFUNEKANI DAY CARE CENTRE",1266667.0
2017-08-22T00:00:00Z,80918,"A C V V DE AAR",1316667.0
2018-03-07T00:00:00Z,80918,"A C V V DE AAR",1316666.0
2017-05-17T00:00:00Z,80925,"TLHAPING EARLY LEARNING CENTRE",1266666.0
2017-08-30T00:00:00Z,80925,"TLHAPING EARLY LEARNING CENTRE",1266667.0
2017-05-04T00:00:00Z,80935,"REAHOLA PRE",1266666.0
2017-06-21T00:00:00Z,80935,"REAHOLA PRE",1266666.0
2017-12-15T00:00:00Z,80935,"REAHOLA SCHOOL",68400.0
2018-01-18T00:00:00Z,80943,"PULANE PRE",370609.0
2017-08-01T00:00:00Z,81004,"QAQAMBA DAY CARE CENTRE",805000.0
2017-09-08T00:00:00Z,81007,"NCEDULUNTU PRE SCHOOL",1266666.0
2018-02-09T00:00:00Z,81007,"NCEDULUNTU PRE SCHOOL",1266667.0
2017-05-04T00:00:00Z,81022,"BOIKETEKO REA HOLA EDUCARE",1266666.0
2017-06-26T00:00:00Z,81022,"BOITEKO REA",1266667.0
2017-12-15T00:00:00Z,81022,"BOITEKO REAHOLA EDUCARE",68400.0
2017-12-15T00:00:00Z,81025,"BOITEMELO CRECHE",192375.0
2017-05-12T00:00:00Z,81042,"MY LITTLE WORLD PRE SCHOOL",1050000.0
2017-04-05T00:00:00Z,81046,"MPELEGA PRE",2633333.0
2017-05-11T00:00:00Z,81046,"MPELEGA PRE",2633333.0
2017-08-30T00:00:00Z,81132,"DIKWENKWENG CRECHE",1266666.0
2018-02-28T00:00:00Z,81132,"DIKWENKWENG CRECHE",1266667.0
2017-08-22T00:00:00Z,81159,"AGAPE KLEUTERLAND",1266666.0
2017-11-07T00:00:00Z,81159,"AGAPE KLEUTERLAND",1266667.0
2017-11-21T00:00:00Z,81204,"UMHLATHUZE MUNICIPALITY",4000000.0
2017-10-19T00:00:00Z,81278,"SONSKYNHOEKIE PRE",1266666.0
2018-01-19T00:00:00Z,81278,"SONSKYNHOEKIE PRE",1266667.0
2018-01-16T00:00:00Z,81300,"SNEEUWITJIE EARLY CHILDHOOD DEVELOPMENT CENTRE",1266666.0
2017-05-12T00:00:00Z,81382,"MASEBE DAY CARE",1266666.0
2017-08-08T00:00:00Z,81382,"MASEBE DAY CARE",1266667.0
2017-08-21T00:00:00Z,81438,"GRASSROOT SOCCER SOUTH AFRICA",3406935.0
2018-03-16T00:00:00Z,81519,"SOUTH AFRICAN NATIONAL BOXING ORGANISATION",2257800.0
2017-05-04T00:00:00Z,81755,"Cornerstone Sonstraaltjie Kleuterskool",1266666.0
2017-08-08T00:00:00Z,81755,"CORNERSTONE SONSTRAALTJIE KLEUTERSKOOL",1266667.0
2017-08-30T00:00:00Z,81872,"SIZAKANCANE DAY CARE CENTRE",1266666.0
2018-02-28T00:00:00Z,81872,"SIZAKANCANE DAY CARE CENTRE",1266667.0
2017-06-23T00:00:00Z,81884,"IMFUNDVO SIKHALI EDUCARE",1266666.0
2017-08-30T00:00:00Z,81884,"IMFUNDVO SIKHALI EDUCARE",1266667.0
2017-08-01T00:00:00Z,81989,"SIYATHUTHUKA NURSERY SCHOOL PROJECT",263000.0
2017-05-03T00:00:00Z,82139,"S A RED CROSS SOCIETY",200000.0
2017-12-14T00:00:00Z,82181,"KHENSANI COMBINED PRE",1266666.0
2017-06-13T00:00:00Z,82283,"SIYAZAMA DAY CARE CENTRE",1266666.0
2017-06-21T00:00:00Z,82283,"SIYAZAMA DAY CARE CENTRE",1266667.0
2018-03-07T00:00:00Z,82329,"LOYISO CAY CARE CENTRE",1266666.0
2017-05-17T00:00:00Z,82346,"LOVEDALE DAY CARE CENTRE",1266666.0
2017-09-05T00:00:00Z,82346,"LOVEDALE DAY CARE CENTRE",1266667.0
2017-05-03T00:00:00Z,82356,"NXANEL'MFUNDO DAY CARE CENTRE",1050000.0
2017-06-21T00:00:00Z,82391,"RATSHITANGA PRIMARY SCHOOL",278921.0
2017-05-17T00:00:00Z,82422,"NOLUVUYO PRE",1266666.0
2017-09-05T00:00:00Z,82422,"NOLUVUYO PRE",1266667.0
2017-10-03T00:00:00Z,82442,"EBENEZER EDUCARE CENTRE FOR ABLE & DISABLED",1266666.0
2018-01-16T00:00:00Z,82442,"EBENEZER EDUCARE CENTRE FOR ABLE & DISABLED",1266667.0
2017-05-23T00:00:00Z,82454,"MAVUSO PRE",1266666.0
2017-09-01T00:00:00Z,82454,"MAVUSO PRE",1266667.0
2017-04-12T00:00:00Z,82554,KHULANI,1266666.0
2018-01-18T00:00:00Z,82581,"JACK LAVHENGWA SECONDARY SCHOOL",147904.36
2017-07-06T00:00:00Z,82623,"ICEBO LIKAJEHOVA CARE CENTRE",1266666.0
2017-09-20T00:00:00Z,82623,"ICEBO LIKAJEHOVA CARE CENTRE",1266666.0
2017-06-21T00:00:00Z,82862,"POWER OF PRAYER PRE",1266666.0
2017-11-21T00:00:00Z,82862,"POWER OF PRAYER PRE",1266666.0
2017-06-23T00:00:00Z,83035,"KAILE DAY CARE CENTRE",1266666.0
2018-02-28T00:00:00Z,83035,"KAILE DAY CARE CENTRE",1266667.0
2017-04-19T00:00:00Z,83119,"MABAKGONA DAY CARE CENTRE",1266666.0
2017-06-08T00:00:00Z,83119,"MABAKGONA DAY CARE CENTRE",1266667.0
2017-04-19T00:00:00Z,83252,"DIRISHANANG CRECHE",1266666.0
2017-10-27T00:00:00Z,83252,"DIRISHANANG CRECHE",1266667.0
2017-06-08T00:00:00Z,83674,"TSHIKARI CRECHE AND PRESCHOOL",1266667.0
2017-06-21T00:00:00Z,83702,"KWENA PRE SCHOOL",1266666.0
2017-08-17T00:00:00Z,83922,"MMALAMOLA CRECHE",1266666.0
2017-12-15T00:00:00Z,83922,"MMALAMOLA CRECHE",1266667.0
2017-09-01T00:00:00Z,84022,"NAREADI CRECHE",1266666.0
2017-12-14T00:00:00Z,84022,"NAREADI CRECHE",1266667.0
2017-05-29T00:00:00Z,84333,"BARONA DAY CARE CENTRE",1266666.0
2017-09-14T00:00:00Z,84333,"BARONA DAY CARE CENTRE",1266667.0
2017-07-20T00:00:00Z,84446,"MASHILO PRE",1266666.0
2017-10-23T00:00:00Z,84446,"MASHILO PRE",1266667.0
2017-11-23T00:00:00Z,84589,"TSHEDIMOSETSO EARLY LEARNING CENTRE",1266667.0
2017-11-07T00:00:00Z,84616,"SIYABONGA HUIS VAN DANKSEGGING",1266666.0
2018-01-25T00:00:00Z,84616,"SIYABONGA HUIS VAN DANKSEGGING",1266667.0
2017-06-08T00:00:00Z,84670,BAKONE,1266667.0
2017-08-30T00:00:00Z,84720,"DZINGAHE PRIMARY SCHOOL",150000.0
2017-11-21T00:00:00Z,84724,"MADADZHI PRIMARY SCHOOL",100000.0
2017-05-05T00:00:00Z,84794,"ITUMELENG MADIBA PRIMARY SCHOOL",250000.0
2017-08-08T00:00:00Z,85051,"SIYATHOKOZA ORPHAN AND VULNERABLE CHILDREN PROJECT",240000.0
2017-08-02T00:00:00Z,85265,"THE ASSOCIATION FOR SUSTAINABLE RURAL DEVELOPMENT",2583333.0
2017-06-21T00:00:00Z,85507,"NTEKUMA DAY CARE CENTRE",1266666.0
2017-10-03T00:00:00Z,85507,"NTEKUMA DAY CARE CENTRE",1266667.0
2017-05-12T00:00:00Z,85869,"COME TOGETHER CBO'S CONSORTIUM",100000.0
2017-12-05T00:00:00Z,85869,"COME TOGETHER CBO'S CONSORTIUM",98500.0
2017-09-01T00:00:00Z,85873,"OBRIGADO HOME BASED CARE",52000.0
2017-04-07T00:00:00Z,85876,"CHILDREN'S DISABILITY CENTRE",1647883.0
2018-03-16T00:00:00Z,85876,"CHILDREN'S DISABILITY CENTRE",1638376.0
2017-05-05T00:00:00Z,85877,"MASA HBC/OVC",277098.0
2017-08-25T00:00:00Z,85881,"CHRISTELIK MAATSKAPLIKE RAAD VAN GROTER GERMISTON EN EDENVALE",255000.0
2017-08-08T00:00:00Z,85887,"BANA BA NOKO COMMUNITY CENTRE",274196.0
2017-11-21T00:00:00Z,85890,"PFUMEMBE COMMUNITY BASED CARE",197500.0
2017-12-15T00:00:00Z,85893,"STRAIGHTHARDT HOME BASED CARE",538000.0
2017-12-15T00:00:00Z,85897,"VISION 4 CHANGE",231000.0
2017-04-21T00:00:00Z,85898,MAKUSHU,164500.0
