Date,Project,Name,Province,Sector,Amount
2018-01-16,73602,UKUSA ARTS PROGRAMME,WC,SPORTS,243680.0
2017-11-21,73604,ENGLISH LANGUAGE EDUCATION TRUST,KZN,ARTS,418000.0
2017-11-21,73608,THOKOZA CARE OF THE AGED,GP,ARTS,43788.99
2017-08-23,73620,ENDANGERED WILD LIFE,GP,ARTS,380000.0
2017-05-03,73628,HARLEQUIN FOUNDATION,WC,ARTS,567500.0
2017-10-13,73632,LUTHERAN COMMUNITY OUTREACH FOUNDATION (HILLBROW),GP,ARTS,503104.0
2017-10-13,73642,CAPE TOWN CITY BALLET,WC,ARTS,199999.88
2017-09-01,73645,ARTIST PROOF STUDIO,GP,ARTS,135000.0
2018-01-16,73647,SOYIKWA INSTITUTE OF AFRICAN THEATRE,LP,SPORTS,379720.0
2018-03-16,73695,RETHABILE PERFORMING ARTISTS,GP,ARTS,100000.0
2017-10-13,73706,UTHANDO HOME COMMUNITY BASED CARE ORGANISATION,MP,ARTS,110800.0
2017-04-19,73707,NDIMA COMMUNITY  SERVICES,LP,ARTS,799636.0
2017-10-27,73768,TRANSORANTJE SKOOL VIR LEERDES MET DOOFHEID,GP,ARTS,540000.0
2017-04-07,73778,OSIZWENI THEATRE,KZN,ARTS,598800.0
2017-08-23,73787,BOITSHOKO COMMUNITY HOME BASED CARE CENTRE,GP,ARTS,198000.0
2017-11-21,73798,INKANYAMBA DEVELOPMENT,KZN,ARTS,570720.0
2018-01-16,73799,ETHEKWINI COMMUNITY FOUNDATION,LP,SPORTS,1360000.0
2017-08-25,73800,ETHEKWIN COMMUNITY FOUNDATION,KZN,ARTS,2191701.2
2017-05-03,73804,INKANYAMBA DEVELOPMENT,KZN,ARTS,585000.0
2017-05-05,73809,GOOD HOPE EARLY LEARNING CENTRE,GP,ARTS,179332.0
2017-06-21,73810,VUYANI DANCE THEATRE PROJECT,GP,ARTS,1800000.0
2017-11-21,73816,RAINBOW COMMUNITY BROADCASTER,GP,ARTS,380000.0
2017-05-25,73821,THE DONALD WOODS FOUNDATION (SA) TRUST,EC,ARTS,862833.4
2017-06-21,73828,CATHOLIC DEVELOPMENT CENTRE,EC,ARTS,190000.0
2018-03-16,73839,SOUTH AFRICAN NATIONAL ASSOCIATION OF THE BLIND & PARTIALLY SIGHTED PERSONS,LP,ARTS,749983.0
2018-02-09,73853,PERFORMING ARTS NETWORK OF SOUTH AFRICA,WC,ARTS,720000.0
2018-02-09,73857,GREEN NETWORK,KZN,ARTS,1855600.0
2017-04-19,73867,S'HLANGENE DANCERS,EC,ARTS,180000.0
2017-08-23,73875,THE ENGLISH ACADEMY OF SOUTHERN AFRICA,GP,ARTS,287287.8
2017-07-13,73876,KWAZULU-NATAL PHILHARMONIC ORCHESTRA,KZN,ARTS,600000.0
2017-08-23,73878,SIYAZISIZA TRUST,GP,ARTS,244880.0
2017-08-23,73902,RUTH PROWSE SCHOOL OF ART,WC,ARTS,294396.4
2017-04-12,73912,SIYAVUKA LATERAL IMPROVEMENT FOUNDATION,GP,ARTS,990000.0
2017-05-08,73919,Lamathonsi Entertainment Community(ML Mateme),GP,ARTS,9000000.0
2017-04-19,73932,TLOUNARE COMMUNITY CRECHE,LP,ARTS,427000.0
2017-06-21,73954,LEFIKA LA PHODISO: THE ART THERAPY CENTRE NPC,GP,ARTS,166264.0
2017-06-21,73980,THE DUZI-UMNGENI CONSERVATION TRUST,KZN,ARTS,380000.0
2017-11-14,73987,KWAZULU NATAL MUSEUM,KZN,ARTS,800000.0
2017-06-05,73991,ORION ORGANISATION (THERAPEUTIC CENTRE FOR PHYSICALLY & MENTALLY DISABLED),WC,ARTS,484960.0
2017-05-31,73994,RETINA SOUTH AFRICA (EASTERN CAPE BRANCH),EC,ARTS,885499.08
2017-04-07,74015,GOMACC,GP,ARTS,299340.0
2017-11-23,74040,AFRICAN SAFARI LODGE FOUNDATION,GP,ARTS,760000.0
2017-08-17,74091,WITBANK COMMUNITY RADIO,MP,ARTS,790280.0
2018-01-18,74095,GATOA GAUTENG TOUR OPERATIONS ASSOCIATION,EC,SPORTS,379006.0
2017-09-01,74111,Tidimane Middle School,NW,ARTS,45000.5
2017-08-23,74126,NATIONAL YOUTH DEVELOPMENT OUTREACH,GP,ARTS,380000.0
2017-04-07,74154,"SIYAZIGABISA CHILDREN, YOUTH AND COMMUNITY ORGANISATION",GP,ARTS,240000.0
2017-05-11,74175,HOEDSPRUIT TRAINING TRUST,LP,ARTS,200000.0
2018-02-23,74228,DO UBUNTU ORPHAN CAMPAIGN,GP,ARTS,1200000.0
2017-09-28,74243,IZITHETHE DEVELOPMENT PROJECT,MP,ARTS,580000.0
2017-05-23,74256,STELLENBOSCH UNIVERSITY,WC,ARTS,2000000.0
2017-05-12,74257,TEKWANE PRIMARY SCHOOL,MP,ARTS,300000.02
2017-08-08,74268,MALIBONGWE DAY CARE AND PRE-SCHOOL CENTRE,GP,ARTS,186383.0
2017-10-13,74271,BECOMO ART CENTRE,GP,ARTS,150000.0
2017-06-29,74303,MOTSWAKO PERFORMING ARTISTS,GP,ARTS,1000000.0
2018-01-22,74319,TOBEKA MADIBA ZUMA FOUNDATION,FS,CHARITIES,2483600.0
2017-12-15,74341,NATIONAL INSTITUTE FOR THE DEAF,WC,ARTS,300000.0
2018-03-12,74348,HLUPHIZWE PRIMARY SCHOOL,KZN,ARTS,200000.0
2017-08-21,74362,HOLISIZWE PRIMARY SCHOOL,KZN,ARTS,80000.0
2018-01-25,74366,THE PHASI MUSEUM TRUST,FS,CHARITIES,475000.0
2017-07-07,74388,DAYISWAYO PRIMARY SCHOOL,KZN,ARTS,184772.34
2017-12-15,74405,MAMBULU PRIMARY SCHOOL,KZN,ARTS,104000.0
2017-09-07,74477,MALAKABENG INTERMEDIATE SCHOOL,FS,CHARITIES,120000.0
2017-08-25,74487,INKANYEZI COMMUNITY DEVELOPMENT,KZN,ARTS,400000.0
2017-08-21,74548,DLANGAMANDLA PRIMARY SCHOOL,KZN,ARTS,80000.0
2018-03-16,74555,DUNDEE JUNIOR SECONDARY SCHOOL,KZN,ARTS,100000.0
2017-12-15,74556,ZIPHAKAMISE,KZN,ARTS,189100.0
2017-07-07,74567,BATSHE PRIMARY SCHOOL,KZN,ARTS,200000.0
2017-11-21,74596,SINAKHO TRUST,EC,ARTS,860000.0
2017-08-29,74614,MUSIC VOYAGE,KZN,ARTS,200000.0
2017-05-03,74639,PASCAP TRUST,WC,ARTS,200000.0
2017-12-14,74653,AFESIS-CORPLAN,EC,ARTS,1999835.4
2018-02-09,74659,UMTHATHI TRAINING PROJECT TRUST,EC,ARTS,140000.0
2017-12-15,74660,COOKHOUSE CHILDREN FOUNDATION,EC,ARTS,1853550.95
2017-08-17,74663,SA COLLEGE FOR TOURISM,EC,ARTS,599996.0
2017-05-03,74670,TEMBA COMMUNITY DEVELOPMENT SERVICES,EC,ARTS,270000.0
2017-11-21,74678,Stirling High School,EC,ARTS,190000.0
2017-10-13,74683,DURBAN UNIVERSITY OF TECHNOLOGY,KZN,ARTS,378024.51
2017-09-01,74690,LOVEDALE FET COLLEGE,EC,ARTS,380000.0
2017-09-19,74693,COLLEGE STREET PRIMARY SCHOOL,EC,ARTS,380000.0
2017-04-07,74699,TSWELOPELE HOME BASED CARE PROJECT,LP,ARTS,200000.0
2017-05-29,74711,FOUNDATION FOR A SAFE SOUTH AFRICA,GP,ARTS,560168.0
2018-03-16,74719,KOPANANG YOUTH CLUB,LP,ARTS,180000.0
2017-08-01,74721,VUKA LOVA ARTS & CULTURAL GROUP,NC,ARTS,900000.0
2017-11-14,74721,VUKA LOVA ARTS & CULTURAL GROUP,NC,ARTS,600000.0
2017-06-05,74722,CAPE FLATS DEVELOPMENT ASSOCIATION,WC,ARTS,959728.0
2017-11-21,74739,NATIONAL ASSOCIATION FOR PERSONS WITH CEREBRAL PALSY,GP,ARTS,200000.0
2017-05-12,74749,JSM COMMUNITY PROJECT,LP,ARTS,59381.23
2017-09-01,74750,MEDIA PEACE CENTRE,WC,ARTS,380000.0
2017-05-03,74781,"BATHUSENG ORPHANS, VULNERABLE AND HOME COMMUNITY BASED CARE",LP,ARTS,179813.0
2017-08-08,74795,TJIANE DROP IN CENTRE,LP,ARTS,109999.6
2017-08-23,74805,THE SOUTH AFRICAN NATIONAL DANCE TRUST,WC,ARTS,379780.0
2018-03-16,74807,THE BRIGHT MORNING STAR NURSERY SCHOOL,LP,ARTS,379999.45
2018-02-28,74821,CATHOLIC WELFARE AND DEVELOPMENT,WC,ARTS,200000.0
2017-11-21,74824,UNIVERSITY OF THE WESTERN CAPE,WC,ARTS,189880.0
2017-09-01,74829,FROM THE HIP: KHULUMAKAHLE,WC,ARTS,300000.0
2017-12-14,74839,NOKWE CREATIVE AND DEVELOPMENT,GP,ARTS,386070.0
2017-09-01,74842,ITSOSENG WOMEN'S PROJECT,GP,ARTS,100000.0
2017-05-12,74856,ELIM CARE GROUP PROJECT,LP,ARTS,299999.0
2017-11-30,74895,KARA HERITAGE INSTITUTE,GP,ARTS,2171376.0
2017-04-07,74898,MATSAKA BRASS BAND,LP,ARTS,100000.0
2017-05-12,74911,TOOSENG HOME BASED CARE,LP,ARTS,238757.25
2017-08-15,74961,WEST RAND YOUTH DEVELOPMENT,GP,ARTS,1000000.0
2017-06-21,74969,SIAMISANG PRIMARY SCHOOL,GP,ARTS,360000.0
2017-09-01,75050,EBUHLENI BETHU EDU-CARE CENTRE,GP,CHARITIES,136000.0
2018-03-16,75079,SOUTH AFRICAN COLLEGE PRINCIPALS ORGANISATION,GP,SPORTS,20896667.0
2017-05-12,75114,ROSEMOOR HOME FOR THE AGED,WC,CHARITIES,214000.0
2017-09-07,75239,VOLLEYBALL SOUTH AFRICA,GP,SPORTS,6000000.0
2017-06-07,75255,IKUSASA LE SIZWE COMMUNITY PROJECTS,GP,MISC,728562.97
2017-08-08,75291,BORDER CRICKET,EC,SPORTS,3989475.0
2018-03-28,75309,SPECIALISTS AGENTS FOR YOUTH,NC,SPORTS,6500000.0
2017-11-21,75310,KZN ACADEMY OF SPORT,KZN,SPORTS,5520050.0
2017-08-08,75313,S A S C O C,GP,SPORTS,5002750.0
2017-04-19,75984,POTCHEFSTROOM COUNTRY CLUB/POTCHEFSTROOM BUITEKLUB,NW,SPORTS,47525.26
2017-11-28,76188,MANDEVILLE AQUATICS DISABILITY SWIMMING CENTRE OF EXCELLENCE,GP,SPORTS,60650.0
2017-08-17,76259,BONA LESEDI SECONDARY SCHOOL,GP,SPORTS,297750.9
2017-10-19,76267,BUTHELELANI PRIMARY SCHOOL,MP,SPORTS,300000.0
2017-10-02,76297,MARKS PARK CRICKET CLUB,GP,SPORTS,195054.0
2017-10-19,76360,QHUBEKANI PRIMARY SCHOOL,KZN,SPORTS,200082.0
2017-05-12,76375,DESPATCH TENNIS CLUB,EC,SPORTS,120000.0
2017-05-11,76717,MFAKUBHEKA PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-08-23,77056,MAOKENG PRIMARY SCHOOL,LP,SPORTS,298747.0
2018-02-23,77123,SEJANKABO SECONDARY SCHOOL,NW,SPORTS,300000.0
2018-02-23,77238,MODISE KANONO MIDDLE SCHOOL,NW,SPORTS,250000.0
2017-12-15,77246,MABUDUGA PRIMARY SCHOOL,LP,SPORTS,300000.0
2017-07-07,77251,SEFAHONE PRIMARY SCHOOL,LP,SPORTS,299863.0
2017-06-05,77257,MADUMANE PRIMARY SCHOOL,LP,SPORTS,49796.6
2017-12-15,77258,SHAMIRIRI COMBINED SCHOOL,LP,SPORTS,299853.6
2018-01-18,77451,MASHASHANE PRIMARY SCHOOL,FS,CHARITIES,300000.0
2017-04-19,77530,BAKHUTSONG SECONDARY SCHOOL,LP,SPORTS,287895.0
2017-08-23,77598,RAKGOATHA PRIMARY SCHOOL,LP,SPORTS,50000.0
2017-06-05,77943,MAKOTASENG PRIMARY SCHOOL,LP,SPORTS,250000.0
2017-05-03,77966,NAKGWADI SECONDARY SCHOOL,LP,SPORTS,282940.0
2017-12-15,77968,MASEKANE PRIMARY SCHOOL,LP,SPORTS,45815.0
2017-05-25,78018,INTSHAYELELO PRIMARY SCHOOL,WC,SPORTS,300000.0
2017-10-27,78066,GEORGE FREDERICKS PRIMARY SCHOOL,WC,SPORTS,296777.0
2017-09-01,78070,ST. THOMAS PRIMARY SCHOOL,WC,SPORTS,300000.0
2017-05-03,78147,ROLIHLAHLA INTERMEDIATE SCHOOL,NC,SPORTS,300000.0
2017-06-05,78192,HARVINIA TENNIS CLUB,FS,SPORTS,200000.0
2017-06-05,78290,Marakabela Primary School,LP,SPORTS,291773.25
2017-08-15,78296,NGWAABE HIGH SCHOOL,LP,SPORTS,150000.0
2017-04-21,78353,NATAL CANOE CLUB,KZN,SPORTS,200000.0
2018-01-19,78453,THE SCHOLA AMORIS SCHOOL TRUST,KZN,CHARITIES,300000.0
2017-09-01,78523,MLUNGHISI PRIMARY SCHOOL,LP,SPORTS,267400.0
2017-08-30,78554,GALAKWINSTROOM PRIMARY SCHOOL,LP,SPORTS,302279.85
2017-07-07,78645,RIVONINGO PRIMARY SCHOOL,LP,SPORTS,304959.53
2017-04-19,78649,BOTSHOLLA SECONDARY SCHOOL,LP,SPORTS,300000.0
2018-03-16,78801,TSABA PUBLIC SCHOOL,EC,SPORTS,300000.0
2017-05-12,78836,ILINGE  PRIMARY SCHOOL,EC,SPORTS,49744.05
2017-08-25,78873,ZWELITSHA HIGHER PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-08-08,78909,Mxhume J.S.S,EC,SPORTS,298123.0
2017-11-23,78933,Ngxingxolo Primary School,EC,SPORTS,48501.3
2017-08-17,78934,PAPASI JUNIOR SEC SCHOOL,EC,SPORTS,300000.0
2017-08-25,78942,FORT MALAN SENIOR SECONDARY SCHOOL,WC,SPORTS,300000.0
2017-05-12,78985,MZAMOWETHU PUBLIC SCHOOL,EC,SPORTS,300031.81
2017-05-12,78988,SIYAPHAMBILI PRIMARY SCHOOL,EC,SPORTS,49983.51
2017-08-15,78995,Isolomzi Senior Secondary School,EC,SPORTS,299665.78
2017-08-01,79098,MMASESHA PRIMARY SCHOOL,LP,SPORTS,286400.0
2017-05-12,79102,NTSHABENI J.S.S,EC,SPORTS,298460.0
2017-11-28,79114,MT AYLIFF HOSPICE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-04-21,79123,BACHABANG PRIMARY SCHOOL,LP,SPORTS,194997.85
2018-03-29,79131,P.E. SAPS SPORT SOCIAL CLUB,EC,SPORTS,49928.0
2017-05-17,79171,PREMIER EDURANCE CLUB,GP,SPORTS,200000.0
2017-08-25,79290,UNION RUBGY FOOTBALL CLUB,WC,SPORTS,196475.0
2017-05-29,79445,MERCY KIDZ CORNER,NW,CHARITIES,1266666.0
2017-08-08,79445,MERCY KIDZ CORNER,NW,CHARITIES,1266667.0
2017-07-07,79455,MZAMOMHLE SPECIAL SCHOOL,EC,SPORTS,48294.59
2017-07-07,79461,DOUGLAS MBOPA  HIGH SCHOOL,EC,SPORTS,297700.03
2017-08-15,79482,KGOTSWANE SECONDARY SCHOOL,LP,SPORTS,250000.0
2017-05-12,79483,NOMATHAMSANQA PRIMARY SCHOOL,EC,SPORTS,49997.2
2017-05-12,79501,R.H GODLO SENIOR PRIMARY SCHOOL,EC,SPORTS,167974.44
2017-08-25,79513,ELLEN OLIVIER PRIMARY SCHOOL,EC,SPORTS,300000.0
2018-01-22,79533,IMEKHAYA PRIMARY SCHOOL,FS,CHARITIES,49778.3
2018-01-25,79545,ROCK MOUNTAIN FOOTBALL CLUB,FS,CHARITIES,191614.0
2017-11-28,79561,EDLELWENI PUBLIC PRIMARY SCHOOL,EC,SPORTS,300942.0
2017-12-14,79579,NELEDI EXPRESS FC,GP,SPORTS,62205.85
2017-10-19,79584,TIGHT MARKING FOOTBALL CLUB,GP,SPORTS,50213.98
2017-04-07,79585,MMESHI PRIMARY,LP,SPORTS,300136.0
2017-05-03,79597,TOM PANYANA JUNIOR PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-05-12,79599,NOWAWE HIGH SCHOOL,EC,SPORTS,49870.0
2018-01-19,79601,MOKOBOLA PRIMARY SCHOOL,WC,CHARITIES,245000.0
2017-05-23,79637,TUNGWANA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-23,79641,KALALO JUNIOR SECONDARY SCHOOL,EC,SPORTS,151460.0
2017-08-01,79698,PAARL SCHOOL FOR NEUTRALLY HANDICAPPED CHILDREN,WC,SPORTS,300000.0
2017-05-12,79709,SEA VIEW JUNIOR SECONDARY SCHOOL,EC,SPORTS,151460.0
2017-07-24,79742,MAYIBENYE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-08-17,79794,DE RUST SECONDARY SCHOOL,WC,SPORTS,300000.0
2017-08-21,79857,MOKOLO PRIMARY SCHOOL,LP,SPORTS,300000.8
2018-01-19,79891,HOME BOYS RUGBY FOOTBALL CLUB,EC,CHARITIES,200000.0
2017-04-21,79931,MTAKAYISE PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-08-17,79937,NELSON MANDELA TOWNSHIP ROWING CLUB,EC,SPORTS,194834.94
2017-05-12,79948,WESTVIEW TENNIS CLUB,EC,SPORTS,513391.0
2017-05-12,79952,KENTON TENNIS CLUB,EC,SPORTS,200000.0
2017-10-27,79960,WINDVOGEL UNITED RFC,EC,SPORTS,200015.0
2017-08-17,79970,HOUT BAY YACHT CLUB,WC,SPORTS,142677.6
2017-05-23,80130,VUKUHAMBE  SCHOOL,EC,SPORTS,53025.0
2017-05-12,80160,NCEMBU JUNIOR SECONDARY SCHOOL,EC,SPORTS,299998.0
2017-05-12,80162,MGEZWA JUNIOR SECONDARY SCHOOL,EC,SPORTS,298835.99
2018-03-16,80190,SEULA-MMAKO PRIMARY SCHOOL,LP,SPORTS,48400.0
2017-08-15,80195,STEYNSBURG COMBINED SCHOOL,EC,CHARITIES,300679.03
2017-05-05,80272,JOHN FRYLINCK INTERMEDIATE  SCHOOL,NW,SPORTS,300000.0
2017-05-25,80305,WOMEN'S HIGH PERFORMANCE ARTISTIC GYMNASTICS ORGANISATION,WC,SPORTS,148143.16
2017-09-01,80324,IPOPENG DAY  CARE CENTRE,FS,CHARITIES,1266667.0
2018-01-18,80324,IPOPENG DAY CARE CENTRE,GP,CHARITIES,347472.0
2017-07-26,80346,TSHIRELETSONG PRE-SCHOOL AND CRECHE,FS,CHARITIES,1266666.0
2017-10-03,80346,TSHIRELETSONG PRE-SCHOOL AND CRECHE,FS,CHARITIES,1266667.0
2018-01-19,80346,TSHIRELETSONG PRE-SCHOOL AND CRECHE,KZN,CHARITIES,314640.0
2017-08-25,80357,ITLOTLISENG DAY CARE,FS,CHARITIES,1266666.0
2017-11-07,80357,ITLOTLISENG DAY CARE,FS,CHARITIES,1266667.0
2017-11-30,80357,ITLOTLISENG DAY CARE CENTRE,FS,CHARITIES,375687.0
2017-05-29,80399,BONTLE DAY CARE CENTRE,NW,CHARITIES,1266666.0
2017-09-05,80399,BONTLE DAY CARE CENTRE,NW,CHARITIES,1266667.0
2017-07-13,80524,TSHIRELETSO DAY CARE CENTRE,NW,CHARITIES,1266666.0
2017-10-18,80524,TSHIRELETSO DAY CARE CENTRE,NW,CHARITIES,1266667.0
2017-11-28,80527,MAMBHONGWENI PRIMARY SCHOOL,KZN,SPORTS,295969.0
2017-10-05,80537,RETHABILE CRECHE,NW,CHARITIES,1266666.0
2017-12-14,80537,RETHABILE CRECHE,NW,CHARITIES,1266667.0
2017-11-23,80543,REATLEGILE CRECHE,NW,CHARITIES,1266666.0
2017-10-05,80546,TOKOLOGO CRECHE,NW,CHARITIES,1266666.0
2017-12-14,80546,TOKOLOGO CRECHE,NW,CHARITIES,1266667.0
2017-07-13,80610,XITENGA CRECHE COMMUNITY PROJECT,MP,CHARITIES,1266666.0
2017-08-30,80610,XITENGA CRECHE COMMUNITY PROJECT,MP,CHARITIES,1266667.0
2017-06-23,80612,BONISA PRE-SCHOOL AND DAY CARE CENTRE,MP,CHARITIES,1266666.0
2017-08-30,80612,BONISA PRE-SCHOOL AND DAY CARE CENTRE,MP,CHARITIES,1266667.0
2017-07-31,80651,ITIRELENG PRE & CRECHE,MP,CHARITIES,1266666.0
2018-03-16,80651,ITIRELENG PRE & CRECHE,MP,CHARITIES,1266667.0
2017-06-23,80653,SHINING STARS DAY CARE CENTRE,MP,CHARITIES,1266666.0
2017-11-07,80653,SHINING STARS DAY CARE CENTRE,MP,CHARITIES,1266667.0
2017-05-23,80709,LUTSHAYA PRE-SCHOOL,EC,CHARITIES,1266666.0
2017-09-05,80709,LUTSHAYA PRE-SCHOOL,EC,CHARITIES,1266667.0
2017-08-15,80710,WIELIE WALIE KLEUTERSKOOL,FS,CHARITIES,1266666.0
2017-10-03,80710,WIELIE WALIE KLEUTERSKOOL,FS,CHARITIES,1266667.0
2017-11-30,80710,WIELIE WALIE KLEUTERSKOOL,FS,CHARITIES,256400.0
2017-07-13,80734,OBEDIENCE DAY CARE CENTRE,NW,CHARITIES,1266666.0
2017-11-23,80734,OBEDIENCE DAY CARE CENTRE,NW,CHARITIES,1266667.0
2017-05-17,80743,MARTHA MAMOGALE CRECHE,NW,CHARITIES,1266666.0
2017-09-05,80743,MARTHA MAMOGALE CRECHE,NW,CHARITIES,1266667.0
2017-07-13,80745,ITIRELENG TATAISO DAY CARE CENTRE,NW,CHARITIES,1266666.0
2017-10-18,80745,ITIRELENG TATAISO DAY CARE CENTRE,NW,CHARITIES,1266667.0
2017-05-17,80746,OESI DAY CARE CENTRE,NW,CHARITIES,1266666.0
2017-10-05,80746,OESI DAY CARE CENTRE,NW,CHARITIES,1266667.0
2017-05-17,80748,MOLALATLADI CRECHE,NW,CHARITIES,1266666.0
2017-09-05,80748,MOLALATLADI CRECHE,NW,CHARITIES,1266667.0
2017-04-05,80764,BATHUSI EARLY LEARNING CENTRE,NC,CHARITIES,1266666.0
2017-05-11,80764,BATHUSI EARLY LEARNING CENTRE,NC,CHARITIES,1266667.0
2017-08-22,80776,HUG A BAG EDUCARE CENTRE,NC,CHARITIES,1266666.0
2017-12-11,80776,HUG A BAG EDUCARE CENTRE,NC,CHARITIES,1266667.0
2017-05-12,80777,NELSON MANDELA FENCING CLUB,EC,SPORTS,40000.0
2017-04-05,80797,BARATI PRE-PRIMARY SCHOOL,NC,CHARITIES,1266666.0
2017-05-29,80797,BARATI PRE-PRIMARY SCHOOL,NC,CHARITIES,1266667.0
2018-02-09,80811,Oasis Skills Development Centre,NC,CHARITIES,2568811.0
2017-06-26,80819,PULANE CRECHE,FS,CHARITIES,1266666.0
2017-07-31,80819,PULANE CRECHE,FS,CHARITIES,1266667.0
2018-01-11,80819,PULANE CRECHE,EC,CHARITIES,181254.0
2017-04-05,80824,MASAKHANE EDUCARE CENTRE,NC,CHARITIES,1266666.0
2017-05-11,80824,MASAKHANE EDUCARE CENTRE,NC,CHARITIES,1266667.0
2017-06-23,80833,MAKREPENI CRECHE,MP,CHARITIES,1266666.0
2017-11-07,80833,MAKREPENI CRECHE,MP,CHARITIES,1266667.0
2017-04-12,80882,SIYAMUKELA EDUCARE CENTRE,KZN,CHARITIES,1266666.0
2017-07-20,80882,SIYAMUKELA EDUCARE CENTRE,KZN,CHARITIES,1266667.0
2017-12-20,80882,SIYAMUKELA EDUCARE CENTRE,KZN,CHARITIES,424898.5
2017-06-23,80888,PFUNEKANI DAY CARE CENTRE,MP,CHARITIES,1266666.0
2017-08-30,80888,PFUNEKANI DAY CARE CENTRE,MP,CHARITIES,1266667.0
2017-08-22,80918,A C V V DE AAR,NC,CHARITIES,1316667.0
2018-03-07,80918,A C V V DE AAR,NC,CHARITIES,1316666.0
2017-05-17,80925,TLHAPING EARLY LEARNING CENTRE,NW,CHARITIES,1266666.0
2017-08-30,80925,TLHAPING EARLY LEARNING CENTRE,NW,CHARITIES,1266667.0
2017-05-04,80935,REAHOLA PRE-SCHOOL,FS,CHARITIES,1266666.0
2017-06-21,80935,REAHOLA PRE-SCHOOL,FS,CHARITIES,1266666.0
2017-12-15,80935,REAHOLA SCHOOL,FS,CHARITIES,68400.0
2017-07-06,80937,THANDOKUHLE CRECHE,KZN,CHARITIES,1266666.0
2018-01-19,80937,THANDOKUHLE CRECHE,LP,MISCHARITIES,1266666.0
2017-07-31,80943,PULANE PRE SCHOOL,FS,CHARITIES,1266666.0
2017-10-03,80943,PULANE PRE SCHOOL,FS,CHARITIES,1266667.0
2018-01-18,80943,PULANE PRE-SCHOOL,KZN,CHARITIES,370609.0
2017-08-01,81004,QAQAMBA DAY CARE CENTRE,EC,CHARITIES,805000.0
2017-09-08,81007,NCEDULUNTU PRE SCHOOL,EC,CHARITIES,1266666.0
2018-02-09,81007,NCEDULUNTU PRE SCHOOL,EC,CHARITIES,1266667.0
2017-05-04,81022,BOIKETEKO REA HOLA EDUCARE,FS,CHARITIES,1266666.0
2017-06-26,81022,BOITEKO REA-HOLA EDUCARE,FS,CHARITIES,1266667.0
2017-12-15,81022,BOITEKO REAHOLA EDUCARE,FS,CHARITIES,68400.0
2017-06-26,81025,BOITUMELO CRECHE,FS,CHARITIES,1266666.0
2017-10-03,81025,BOITUMELO CRECHE,FS,CHARITIES,1266667.0
2017-12-15,81025,BOITEMELO CRECHE,FS,CHARITIES,192375.0
2017-07-31,81034,TSWELOPELE DAY CARE CENTRE,FS,CHARITIES,1266666.0
2017-11-02,81034,TSWELOPELE DAY CARE CENTRE,FS,CHARITIES,1266667.0
2018-01-19,81034,TSWELOPELE DAY CARE CENTRE,WC,CHARITIES,367536.0
2017-05-12,81042,MY LITTLE WORLD PRE SCHOOL,EC,CHARITIES,1050000.0
2017-04-05,81046,MPELEGA PRE-PRIMARY SCHOOL,NC,CHARITIES,2633333.0
2017-05-11,81046,MPELEGA PRE-PRIMARY SCHOOL,NC,CHARITIES,2633333.0
2017-08-30,81132,DIKWENKWENG CRECHE,MP,CHARITIES,1266666.0
2018-02-28,81132,DIKWENKWENG CRECHE,MP,CHARITIES,1266667.0
2017-08-22,81159,AGAPE KLEUTERLAND,WC,CHARITIES,1266666.0
2017-11-07,81159,AGAPE KLEUTERLAND,NW,CHARITIES,1266667.0
2017-11-21,81204,UMHLATHUZE MUNICIPALITY,KZN,SPORTS,4000000.0
2018-02-23,81249,BAJABULILE DAY CARE,MP,CHARITIES,489100.0
2017-10-19,81278,SONSKYNHOEKIE PRE-SCHOOL,WC,CHARITIES,1266666.0
2018-01-19,81278,SONSKYNHOEKIE PRE-SCHOOL,GP,CHARITIES,1266667.0
2018-01-16,81300,SNEEUWITJIE EARLY CHILDHOOD DEVELOPMENT CENTRE,LP,CHARITIES,1266666.0
2017-05-12,81382,MASEBE DAY CARE,GP,CHARITIES,1266666.0
2017-08-08,81382,MASEBE DAY CARE,GP,CHARITIES,1266667.0
2017-08-21,81438,GRASSROOT SOCCER SOUTH AFRICA,WC,SPORTS,3406935.0
2018-03-16,81519,SOUTH AFRICAN NATIONAL BOXING ORGANISATION,KZN,SPORTS,2257800.0
2017-06-21,81735,SILETHUTHANDO CRECHE,KZN,CHARITIES,1266666.0
2017-09-01,81735,SILETHUTHANDO CRECHE,KZN,CHARITIES,1266666.0
2017-11-27,81735,SILETHUTHANDO CRECHE,KZN,CHARITIES,522035.83
2017-05-04,81755,Cornerstone Sonstraaltjie Kleuterskool,WC,CHARITIES,1266666.0
2017-08-08,81755,CORNERSTONE SONSTRAALTJIE KLEUTERSKOOL,WC,CHARITIES,1266667.0
2017-08-30,81872,SIZAKANCANE DAY CARE CENTRE,MP,CHARITIES,1266666.0
2018-02-28,81872,SIZAKANCANE DAY CARE CENTRE,MP,CHARITIES,1266667.0
