Name,Province,Sector,Amount
Robertson Duiwe Klub,EASTERN CAPE,SPORT AND RECREATION,16750
SAFA – Eastern Province,EASTERN CAPE,SPORT AND RECREATION,570000
Saints Aquatics Club,EASTERN CAPE,SPORT AND RECREATION,19590
Sardina Bay Surf Lifesaving Club,EASTERN CAPE,SPORT AND RECREATION,8936
Shamrocks Football Club,EASTERN CAPE,SPORT AND RECREATION,5000
Shamrocks Football Club,EASTERN CAPE,SPORT AND RECREATION,250000
Sisonke Junior Sport and Cultural Club,EASTERN CAPE,SPORT AND RECREATION,86807
Siyakhula Youth Rugby Club,EASTERN CAPE,SPORT AND RECREATION,42000
South African Football Development,EASTERN CAPE,SPORT AND RECREATION,1050500
Summerstrand Surf Lifesaving Club,EASTERN CAPE,SPORT AND RECREATION,94540
Tennis Eastern Province Development,EASTERN CAPE,SPORT AND RECREATION,188000
Transkei Athletics,EASTERN CAPE,SPORT AND RECREATION,230000
Uitenhage Sport council,EASTERN CAPE,SPORT AND RECREATION,889712
USSASA Eastern Cape Table Tennis,EASTERN CAPE,SPORT AND RECREATION,145200
Victoria East Rugby Football Union,EASTERN CAPE,SPORT AND RECREATION,690000
West Park Rangers,EASTERN CAPE,SPORT AND RECREATION,150000
Young Stars Football Club,EASTERN CAPE,SPORT AND RECREATION,17915
Young Strikers F,EASTERN CAPE,SPORT AND RECREATION,15000
Athletics Free State,FREESTATE,SPORT AND RECREATION,2435890
Bloemfontein Sub Aqua Club,FREESTATE,SPORT AND RECREATION,519800
Department of Correctional Services Cricket Club,FREESTATE,SPORT AND RECREATION,80000
Disability Sports Free State,FREESTATE,SPORT AND RECREATION,226500
East Griqualand Darts Association,FREESTATE,SPORT AND RECREATION,15000
Eben Donges School,FREESTATE,SPORT AND RECREATION,35000
Frankfort District Association,FREESTATE,SPORT AND RECREATION,66000
Free State Academy of Sport,FREESTATE,SPORT AND RECREATION,411109
Free State Amateur Boxing Organisation,FREESTATE,SPORT AND RECREATION,267250
Free State Aquatics,FREESTATE,SPORT AND RECREATION,385000
Griffons Rugby Union,FREESTATE,SPORT AND RECREATION,1468602
Happy All Stars Football Association,FREESTATE,SPORT AND RECREATION,5000
Hoerskool Louw Wepener,FREESTATE,SPORT AND RECREATION,60000
Jacobsdal P/S,FREESTATE,SPORT AND RECREATION,513000
Jim Fouche High School Sport Institute,FREESTATE,SPORT AND RECREATION,40000
Marquard Gholf Club,FREESTATE,SPORT AND RECREATION,1046000
Oranje Krag Primary School,FREESTATE,SPORT AND RECREATION,45000
Peace Makers Football Club,FREESTATE,SPORT AND RECREATION,45000
SAFA Northern Free State,FREESTATE,SPORT AND RECREATION,1600000
Setsoto Municipality,FREESTATE,SPORT AND RECREATION,920000
Warden Soccer League,FREESTATE,SPORT AND RECREATION,90200
Aikido Federation of South Africa,GAUTENG,SPORT AND RECREATION,50000
Alexandra Trampoline Club,GAUTENG,SPORT AND RECREATION,104000
Amakanunu Community Trust,GAUTENG,SPORT AND RECREATION,49896
Ambassadors Softball Club,GAUTENG,SPORT AND RECREATION,40000
Ambitious Football Club,GAUTENG,SPORT AND RECREATION,60000
Athletics Gauteng North,GAUTENG,SPORT AND RECREATION,455795
Athletics South Africa,GAUTENG,SPORT AND RECREATION,464345
Atholang Primary School,GAUTENG,SPORT AND RECREATION,278000
Badminton South Africa,GAUTENG,SPORT AND RECREATION,60000
Balfour Park Football Club,GAUTENG,SPORT AND RECREATION,4742529
Bosele Economic and Social Advancement Forum,GAUTENG,SPORT AND RECREATION,234100
Bowls Gauteng North,GAUTENG,SPORT AND RECREATION,509000
Central Gauteng Athletics,GAUTENG,SPORT AND RECREATION,850000
Central Gauteng Handball Association,GAUTENG,SPORT AND RECREATION,811800
Central Gauteng Sports Association for Physically Disabled,GAUTENG,SPORT AND RECREATION,465000
Centurion College,GAUTENG,SPORT AND RECREATION,5090
Centurion- Laudium Cricket Club,GAUTENG,SPORT AND RECREATION,143000
Colechester Ladies Football Club,GAUTENG,SPORT AND RECREATION,30000
Edenvale Lifesaving Club,GAUTENG,SPORT AND RECREATION,10000
Ellispark Lifesaving Club,GAUTENG,SPORT AND RECREATION,10000
Florentina Football Club,GAUTENG,SPORT AND RECREATION,15000
Formula Vee Association of SA,GAUTENG,SPORT AND RECREATION,125000
Gasa Football Club,GAUTENG,SPORT AND RECREATION,29340
Gauteng Amateur Boxing Organisation,GAUTENG,SPORT AND RECREATION,42620
Gauteng East Tennis Association,GAUTENG,SPORT AND RECREATION,212000
Gauteng Lifesaving Development,GAUTENG,SPORT AND RECREATION,30170
Gauteng North Sport Association for Disabled,GAUTENG,SPORT AND RECREATION,103200
Gauteng Rangers Football Club,GAUTENG,SPORT AND RECREATION,16000
Gauteng Sport Academy,GAUTENG,SPORT AND RECREATION,1000000
Gauteng Sport Academy,GAUTENG,SPORT AND RECREATION,411109
GN Sports Association for the Intellectually Impaired,GAUTENG,SPORT AND RECREATION,57000
Golden Gate Wheelchair Sport Organisation,GAUTENG,SPORT AND RECREATION,235000
Hockey Development,GAUTENG,SPORT AND RECREATION,525000
Hope School,GAUTENG,SPORT AND RECREATION,174314
Impala Gymnastics Club,GAUTENG,SPORT AND RECREATION,32300
Inner City Football Association,GAUTENG,SPORT AND RECREATION,15000
Katlehong Young Body Builders,GAUTENG,SPORT AND RECREATION,14870
Linden Bowling Club,GAUTENG,SPORT AND RECREATION,100000
Linden Lifesaving Club,GAUTENG,SPORT AND RECREATION,10000
Mabopane Athletics Club,GAUTENG,SPORT AND RECREATION,33000
Majaneng Real Roses F,GAUTENG,SPORT AND RECREATION,60000
Mamelodi Fencing Club,GAUTENG,SPORT AND RECREATION,16760
Medicos Special School,GAUTENG,SPORT AND RECREATION,65834
National Olympic Committee of South Africa,GAUTENG,SPORT AND RECREATION,1044250
National Sports Council: Sebokeng,GAUTENG,SPORT AND RECREATION,50000
No Limits Trampoline Club,GAUTENG,SPORT AND RECREATION,104000
North East Sub-District Bowls Association,GAUTENG,SPORT AND RECREATION,134000
Northern Blues Hockey Association,GAUTENG,SPORT AND RECREATION,610000
Northern Gauteng Badminton Association,GAUTENG,SPORT AND RECREATION,511087
Orange Farm Amateur Boxing Club,GAUTENG,SPORT AND RECREATION,100000
Randfontein Sport Akademie,GAUTENG,SPORT AND RECREATION,76800
Rivonia Bowls Club,GAUTENG,SPORT AND RECREATION,26535
Rollersport South Africa,GAUTENG,SPORT AND RECREATION,250000
SA Student Sport Union Gauteng,GAUTENG,SPORT AND RECREATION,30000
SEDIBA-SA-TSEBO,GAUTENG,SPORT AND RECREATION,190000
Self Help Association of Paraplegics,GAUTENG,SPORT AND RECREATION,1471975
Sharpeville Mafube Football Club,GAUTENG,SPORT AND RECREATION,57840
Sinoville Cricket Club,GAUTENG,SPORT AND RECREATION,165655
Soshanguve F,GAUTENG,SPORT AND RECREATION,120000
South African Football Association,GAUTENG,SPORT AND RECREATION,1521300
South African Football Association,GAUTENG,SPORT AND RECREATION,2045800
South African Orienteering Federation,GAUTENG,SPORT AND RECREATION,35000
South African Sports Association for Physically Disabled,GAUTENG,SPORT AND RECREATION,68640
Soweto Cricket Club,GAUTENG,SPORT AND RECREATION,434756
Soweto District Football Association,GAUTENG,SPORT AND RECREATION,727500
Soweto Pool Association,GAUTENG,SPORT AND RECREATION,100000
Squash South Africa,GAUTENG,SPORT AND RECREATION,557010
Swimming South Africa,GAUTENG,SPORT AND RECREATION,12179198
SYDPRO,GAUTENG,SPORT AND RECREATION,16232
Technikon Pretoria Bureau for Sports Development,GAUTENG,SPORT AND RECREATION,82500
Technikon Pretoria Bureau for Sports Development,GAUTENG,SPORT AND RECREATION,600000
Tennis Coaches South Africa,GAUTENG,SPORT AND RECREATION,980000
Thokoza Health Club,GAUTENG,SPORT AND RECREATION,89000
Tiru Raiders Rugby Club,GAUTENG,SPORT AND RECREATION,500000
Usizolwethu School,GAUTENG,SPORT AND RECREATION,177000
Vriende van Weskoppies,GAUTENG,SPORT AND RECREATION,40000
Vuyani Primary School,GAUTENG,SPORT AND RECREATION,300000
Western United Judo Association,GAUTENG,SPORT AND RECREATION,27100
Young Leeds Football Club,GAUTENG,SPORT AND RECREATION,17000
Amanzimtoti Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,349920
Ansteys Beach Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,137805
Canoeing South Africa,KWAZULU-NATAL,SPORT AND RECREATION,500000
Central Gymnastics Club,KWAZULU-NATAL,SPORT AND RECREATION,26326
Curries Fountain Sports Development Centre,KWAZULU-NATAL,SPORT AND RECREATION,751300
Durban and Coastal Mental Health,KWAZULU-NATAL,SPORT AND RECREATION,15000
Durban Surf Life Saving Club,KWAZULU-NATAL,SPORT AND RECREATION,450000
Eyethu Boxing,KWAZULU-NATAL,SPORT AND RECREATION,22145
Ezakheni Development Committee,KWAZULU-NATAL,SPORT AND RECREATION,69272
Forderville Primary School,KWAZULU-NATAL,SPORT AND RECREATION,250000
Fred Bro’s Swimming Club,KWAZULU-NATAL,SPORT AND RECREATION,71000
Isithokoziso J,KWAZULU-NATAL,SPORT AND RECREATION,34730
Jowette’s Cycling Club,KWAZULU-NATAL,SPORT AND RECREATION,500000
Khazanawood Sports Development Association,KWAZULU-NATAL,SPORT AND RECREATION,15640
Kings Park Tennis Development Centre,KWAZULU-NATAL,SPORT AND RECREATION,473670
Kokstad Swallows Association Football Club,KWAZULU-NATAL,SPORT AND RECREATION,263345
Kwa Dukuza Stanger Cricket Union,KWAZULU-NATAL,SPORT AND RECREATION,75000
Kwa-Mashu Aquatic Club,KWAZULU-NATAL,SPORT AND RECREATION,36000
KwaZulu Natal Amateur Boxing Organisation,KWAZULU-NATAL,SPORT AND RECREATION,119325
KwaZulu Natal Athletics,KWAZULU-NATAL,SPORT AND RECREATION,4030150
KwaZulu Natal Country Bowls,KWAZULU-NATAL,SPORT AND RECREATION,750000
KwaZulu Natal Dansport Welfare Association for the Disabled,KWAZULU-NATAL,SPORT AND RECREATION,105000
KwaZulu Natal Volleyball,KWAZULU-NATAL,SPORT AND RECREATION,222700
KZN Academy of Sport,KWAZULU-NATAL,SPORT AND RECREATION,1000000
KZN Academy of Sport,KWAZULU-NATAL,SPORT AND RECREATION,411109
Ladysmith Rugby Club,KWAZULU-NATAL,SPORT AND RECREATION,165000
Lamontville Aquatic Club,KWAZULU-NATAL,SPORT AND RECREATION,18000
Margate Saints Surf Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,144500
Marine Surf Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,266920
Maritzburg Cricket Club,KWAZULU-NATAL,SPORT AND RECREATION,760000
Matatiele Tennis Club,KWAZULU-NATAL,SPORT AND RECREATION,100000
Natal Rugby Union,KWAZULU-NATAL,SPORT AND RECREATION,1870343
Park Rynie Surf Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,14000
Phoenix and Districts Football Association,KWAZULU-NATAL,SPORT AND RECREATION,150000
Phoenix Community Centre,KWAZULU-NATAL,SPORT AND RECREATION,394000
Pirates Surf Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,174342
Polo Crosse Association of South Africa,KWAZULU-NATAL,SPORT AND RECREATION,200000
Port Shepstone Volleyball Association,KWAZULU-NATAL,SPORT AND RECREATION,186000
S,KWAZULU-NATAL,SPORT AND RECREATION,317500
Scottburgh Surf Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,40000
Shinning Stars Football,KWAZULU-NATAL,SPORT AND RECREATION,23411
Skating Enterprises,KWAZULU-NATAL,SPORT AND RECREATION,1370000
Southern Natal Surf Lifesaving Association,KWAZULU-NATAL,SPORT AND RECREATION,53300
Stranger Boxing Club,KWAZULU-NATAL,SPORT AND RECREATION,45000
Sunkist Surf Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,110030
T,KWAZULU-NATAL,SPORT AND RECREATION,80000
Technikon Mangosuthu: Sports and Recreation Department,KWAZULU-NATAL,SPORT AND RECREATION,335000
Thekwini Surf Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,25600
Turn Table Trust,KWAZULU-NATAL,SPORT AND RECREATION,300000
Two for Joy Football Club,KWAZULU-NATAL,SPORT AND RECREATION,62349
Umhlathuze & Districts Basketball Association,KWAZULU-NATAL,SPORT AND RECREATION,44300
"Umhlathuze Municipality Department of Parks, Sport & Recreation",KWAZULU-NATAL,SPORT AND RECREATION,164400
Umtamvuma Surf Lifesaving Club,KWAZULU-NATAL,SPORT AND RECREATION,637860
Winklespruit Surf Club,KWAZULU-NATAL,SPORT AND RECREATION,261730
Akanani Rural Development Association,LIMPOPO,SPORT AND RECREATION,1787000
Akanani Rural Development Association,LIMPOPO,SPORT AND RECREATION,3200000
Fulufhelo Special School for Intellectually Impaired,LIMPOPO,SPORT AND RECREATION,138450
Giyani District Football Association,LIMPOPO,SPORT AND RECREATION,25000
Hlanganani District Football Association,LIMPOPO,SPORT AND RECREATION,150000
Limpopo Academy of Sport,LIMPOPO,SPORT AND RECREATION,411109
"Limpopo Province Sport Association for Deaf, Hard of Hearing",LIMPOPO,SPORT AND RECREATION,754700
Limpopo Province Sport Karate and Kickboxing Club,LIMPOPO,SPORT AND RECREATION,35300
Liprussa Schools Netball,LIMPOPO,SPORT AND RECREATION,30000
Manamani Football Club,LIMPOPO,SPORT AND RECREATION,12000
Manchester United Development Football,LIMPOPO,SPORT AND RECREATION,90000
Messina District Association,LIMPOPO,SPORT AND RECREATION,15000
Moletjie Football Association,LIMPOPO,SPORT AND RECREATION,180000
New Horizon School,LIMPOPO,SPORT AND RECREATION,71406
Northern Province Sport Association for the Physically Disabled,LIMPOPO,SPORT AND RECREATION,441642
Northern Province West Region - SAFA,LIMPOPO,SPORT AND RECREATION,600000
NOTUSSA Region 5,LIMPOPO,SPORT AND RECREATION,374400
NPDSC (D,LIMPOPO,SPORT AND RECREATION,32600
Seleka Juventus Volleyball Club,LIMPOPO,SPORT AND RECREATION,260600
Sports Focus,LIMPOPO,SPORT AND RECREATION,30000
Sterkstroom Sports Development Project,LIMPOPO,SPORT AND RECREATION,50000
Thabazimbi Cricket Club,LIMPOPO,SPORT AND RECREATION,75000
Thango Multi-Faceted Project,LIMPOPO,SPORT AND RECREATION,80000
Thulamela Municipality,LIMPOPO,SPORT AND RECREATION,1887102
University of Venda for Science and Technology,LIMPOPO,SPORT AND RECREATION,976470
Van Der Stel United Football Club,LIMPOPO,SPORT AND RECREATION,60000
Athletics Mpumalanga,MPUMALANGA,SPORT AND RECREATION,280000
Basizeni School for LSEN,MPUMALANGA,SPORT AND RECREATION,60111
Mighty Eagles Basketball Team,MPUMALANGA,SPORT AND RECREATION,18065
Mocha Primary School,MPUMALANGA,SPORT AND RECREATION,100000
Mpumalanga Academy of Sport,MPUMALANGA,SPORT AND RECREATION,411109
Mpumalanga Amateur Boxing Organisation,MPUMALANGA,SPORT AND RECREATION,110820
Mpumalanga Tennis Association,MPUMALANGA,SPORT AND RECREATION,301100
Mustang Athletics Project,MPUMALANGA,SPORT AND RECREATION,45932
Piet Retief All Stars FC,MPUMALANGA,SPORT AND RECREATION,50000
SAFA Highveld Region,MPUMALANGA,SPORT AND RECREATION,88260
SAFA Lowfeld,MPUMALANGA,SPORT AND RECREATION,853000
SAFA Mpumalanga South Region,MPUMALANGA,SPORT AND RECREATION,1470000
Siyakhana Development Project Centre,MPUMALANGA,SPORT AND RECREATION,8008500
Siyathemba Primary School,MPUMALANGA,SPORT AND RECREATION,20000
South African Police Services,MPUMALANGA,SPORT AND RECREATION,15000
South African Handball Federation,NATIONAL,SPORT AND RECREATION,537200
South African Institute for Drug-Free Sport,NATIONAL,SPORT AND RECREATION,500000
South African National Amateur Boxing Organisation,NATIONAL,SPORT AND RECREATION,711650
South African Sports Association for Intellectually Impaired: Swimming,NATIONAL,SPORT AND RECREATION,477027
South African Weightlifting Federation,NATIONAL,SPORT AND RECREATION,326000
Aztec Football Club,NORTHERN CAPE,SPORT AND RECREATION,131500
Basketball South Africa,NORTHERN CAPE,SPORT AND RECREATION,2274500
Celtic United F,NORTHERN CAPE,SPORT AND RECREATION,60600
Diamond Field Sports Development Academy,NORTHERN CAPE,SPORT AND RECREATION,17269
Dikgatlong Municipality,NORTHERN CAPE,SPORT AND RECREATION,1166000
Disability Sports South Africa,NORTHERN CAPE,SPORT AND RECREATION,3100000
Everton Football Club,NORTHERN CAPE,SPORT AND RECREATION,40000
Football Club Barcelona,NORTHERN CAPE,SPORT AND RECREATION,47700
Galeshewe Ladies Football Club,NORTHERN CAPE,SPORT AND RECREATION,80000
Graafwater Primary School,NORTHERN CAPE,SPORT AND RECREATION,6650
Junior Jaquars F,NORTHERN CAPE,SPORT AND RECREATION,15000
Kareeberg Municipality,NORTHERN CAPE,SPORT AND RECREATION,1518800
Kareeberg Munipaliteit,NORTHERN CAPE,SPORT AND RECREATION,824220
Karoo Hoogland Municipality,NORTHERN CAPE,SPORT AND RECREATION,1500000
Khai-Ma Municipality,NORTHERN CAPE,SPORT AND RECREATION,5822000
Magareng Municipality,NORTHERN CAPE,SPORT AND RECREATION,3095000
Mier Municipality,NORTHERN CAPE,SPORT AND RECREATION,522000
Namaquland District Soccer Association,NORTHERN CAPE,SPORT AND RECREATION,60000
Netball South Africa,NORTHERN CAPE,SPORT AND RECREATION,2700000
Northern Cape Academy of Sport,NORTHERN CAPE,SPORT AND RECREATION,1000000
Northern Cape Academy of Sport,NORTHERN CAPE,SPORT AND RECREATION,411109
Oranje-Diamant Primary,NORTHERN CAPE,SPORT AND RECREATION,622775
Pirates FC,NORTHERN CAPE,SPORT AND RECREATION,10000
SAFA: Griqualand West,NORTHERN CAPE,SPORT AND RECREATION,1140312
SAFA: Northern Cape West Region,NORTHERN CAPE,SPORT AND RECREATION,145000
Tenpin Bowling Association of South Africa,NORTHERN CAPE,SPORT AND RECREATION,670000
Tsantsabane Municipality,NORTHERN CAPE,SPORT AND RECREATION,3713436
Umsobomvu Municipality,NORTHERN CAPE,SPORT AND RECREATION,365000
Union Players Sports Club,NORTHERN CAPE,SPORT AND RECREATION,69600
United Cricket Board of South Africa,NORTHERN CAPE,SPORT AND RECREATION,1166000
United Rovers Sports Club,NORTHERN CAPE,SPORT AND RECREATION,50000
Volleyball South Africa,NORTHERN CAPE,SPORT AND RECREATION,722000
Athletics Central North West,NORTH WEST,SPORT AND RECREATION,290000
Athletics North West North,NORTH WEST,SPORT AND RECREATION,980000
Batlhaping High School,NORTH WEST,SPORT AND RECREATION,299161
Burgersdorp Laerskool,NORTH WEST,SPORT AND RECREATION,15000
Central Sport Committee Khuma,NORTH WEST,SPORT AND RECREATION,195000
Disaneng Football Association,NORTH WEST,SPORT AND RECREATION,200000
Ga-Rankuwa Football Association,NORTH WEST,SPORT AND RECREATION,15000
Gelukspun Wheelchair Basketball Team,NORTH WEST,SPORT AND RECREATION,83800
Hoër Volkskool Potchefstroom,NORTH WEST,SPORT AND RECREATION,610000
Isizwe Rugby Club,NORTH WEST,SPORT AND RECREATION,29000
Kgaphamadi Secondary School,NORTH WEST,SPORT AND RECREATION,60754
Klerksdorp School for Gymnastics,NORTH WEST,SPORT AND RECREATION,1311526
Klerksdorp Sports Council,NORTH WEST,SPORT AND RECREATION,500000
Milner High School,NORTH WEST,SPORT AND RECREATION,672000
Mmabana Arts Culture and Sport Foundation,NORTH WEST,SPORT AND RECREATION,1281276
Motherwell Football Club,NORTH WEST,SPORT AND RECREATION,15000
North West Academy of Sport,NORTH WEST,SPORT AND RECREATION,411109
North West Rugby Union,NORTH WEST,SPORT AND RECREATION,2943860
Potchefstroom Local Municipality,NORTH WEST,SPORT AND RECREATION,1230000
SAFA North West,NORTH WEST,SPORT AND RECREATION,116800
Tlhabane Cricket Club,NORTH WEST,SPORT AND RECREATION,25000
Vaal Reefs Cricket Club,NORTH WEST,SPORT AND RECREATION,50000
Ventersdorp Municipal Council,NORTH WEST,SPORT AND RECREATION,995562
Western Tigers Football Club,NORTH WEST,SPORT AND RECREATION,15000
X 1 Experience F,NORTH WEST,SPORT AND RECREATION,20000
Abbotsdale Vroue Rugby,WESTERN CAPE,SPORT AND RECREATION,11810
Addullam and Youth with a Purpose,WESTERN CAPE,SPORT AND RECREATION,688279
All Blacks Rugby Club,WESTERN CAPE,SPORT AND RECREATION,60000
Atlantic Rovers FC,WESTERN CAPE,SPORT AND RECREATION,51500
Avendale Sports Club,WESTERN CAPE,SPORT AND RECREATION,300000
Battswood Baseball and Softball Club,WESTERN CAPE,SPORT AND RECREATION,150000
Bellville Sports Federation,WESTERN CAPE,SPORT AND RECREATION,3355000
Berg River High School,WESTERN CAPE,SPORT AND RECREATION,920000
Bet-El School,WESTERN CAPE,SPORT AND RECREATION,497428
Blouberg Surf Lifesaving Club,WESTERN CAPE,SPORT AND RECREATION,20000
Blouvlei School,WESTERN CAPE,SPORT AND RECREATION,80883
Blue Downs Community Golf Development Project,WESTERN CAPE,SPORT AND RECREATION,141650
Boland Amateur Boxing Organisation,WESTERN CAPE,SPORT AND RECREATION,481735
Boland Athletics,WESTERN CAPE,SPORT AND RECREATION,1180000
Boland Netball,WESTERN CAPE,SPORT AND RECREATION,2044000
Boland Rugby Union,WESTERN CAPE,SPORT AND RECREATION,2140000
Cape District Football Association,WESTERN CAPE,SPORT AND RECREATION,2761800
Carpe Diem School for Disabled,WESTERN CAPE,SPORT AND RECREATION,380986
Central Karoo Football Association,WESTERN CAPE,SPORT AND RECREATION,1499784
Citrusdal Golf Club,WESTERN CAPE,SPORT AND RECREATION,192000
Clanwilliam Essex Krieket Klub,WESTERN CAPE,SPORT AND RECREATION,700000
Club Coffee Bar Community Centre,WESTERN CAPE,SPORT AND RECREATION,7500
Cricket for Intellectually Impaired,WESTERN CAPE,SPORT AND RECREATION,245500
Dolphins Netball Club,WESTERN CAPE,SPORT AND RECREATION,50000
Dorothea School,WESTERN CAPE,SPORT AND RECREATION,237200
Dysseldorp Secondary School,WESTERN CAPE,SPORT AND RECREATION,87466
Eagle Stars AFC,WESTERN CAPE,SPORT AND RECREATION,100000
False Bay Surf Lifesaving Club,WESTERN CAPE,SPORT AND RECREATION,670920
Fish Hoek Surf Lifesaving Club,WESTERN CAPE,SPORT AND RECREATION,9400
Franskraal Bowling Club,WESTERN CAPE,SPORT AND RECREATION,290000
George Carpe Diem Sports Club for Disabled,WESTERN CAPE,SPORT AND RECREATION,53000
George Hockey Club,WESTERN CAPE,SPORT AND RECREATION,98275
Graafwater Sportbeheerraad,WESTERN CAPE,SPORT AND RECREATION,333500
Helderberg Pirates Baseball Club,WESTERN CAPE,SPORT AND RECREATION,125000
Jean Gant Primary School,WESTERN CAPE,SPORT AND RECREATION,45000
Kayamandi Sports Council,WESTERN CAPE,SPORT AND RECREATION,78637
Klein Karoo Sportklub vir Gestremdes,WESTERN CAPE,SPORT AND RECREATION,115000
Knysna Secondary School,WESTERN CAPE,SPORT AND RECREATION,299119
Kylemore High School,WESTERN CAPE,SPORT AND RECREATION,96000
Ligstraal School for LSEN,WESTERN CAPE,SPORT AND RECREATION,76900
Luckhof Senior Secondary School,WESTERN CAPE,SPORT AND RECREATION,1611120
Monwabisi Surf Lifesaving Club,WESTERN CAPE,SPORT AND RECREATION,101240
Napier Rugby Football Club,WESTERN CAPE,SPORT AND RECREATION,1156750
Nine Miles Surf Lifesaving Club,WESTERN CAPE,SPORT AND RECREATION,75220
Nyanga Soccer Association,WESTERN CAPE,SPORT AND RECREATION,225000
Parkdene Secondary School,WESTERN CAPE,SPORT AND RECREATION,84480
Porterville Rugby Club,WESTERN CAPE,SPORT AND RECREATION,1830000
Retreat Rugby Football Club,WESTERN CAPE,SPORT AND RECREATION,100000
SA Football Association- EP,WESTERN CAPE,SPORT AND RECREATION,28810
SAPS Sport and Recreation Club - WC,WESTERN CAPE,SPORT AND RECREATION,250000
Sihambanani Boxing Club,WESTERN CAPE,SPORT AND RECREATION,80000
South African Cycling Federation,WESTERN CAPE,SPORT AND RECREATION,3809815
South African Sports Association for Intellectually Impaired,WESTERN CAPE,SPORT AND RECREATION,471760
South African Women’s Cricket Association,WESTERN CAPE,SPORT AND RECREATION,440000
South Cape Football Association,WESTERN CAPE,SPORT AND RECREATION,495629
Sport for Christ Action South Africa,WESTERN CAPE,SPORT AND RECREATION,157500
"Student Development and Services Department, UCT",WESTERN CAPE,SPORT AND RECREATION,324479
Swellendam Cricket Club,WESTERN CAPE,SPORT AND RECREATION,341853
Tesselaarsdal United RFC,WESTERN CAPE,SPORT AND RECREATION,9000
Tygerberg College,WESTERN CAPE,SPORT AND RECREATION,13700
Tygerberg Rugby Football Club,WESTERN CAPE,SPORT AND RECREATION,587613
Union Stars Cricket Club,WESTERN CAPE,SPORT AND RECREATION,23000
University of Western Cape – Sports Council,WESTERN CAPE,SPORT AND RECREATION,1741500
UWC Rugby Club,WESTERN CAPE,SPORT AND RECREATION,1258005
Velddrif Rugby Club,WESTERN CAPE,SPORT AND RECREATION,50000
Velddrif Sportraad,WESTERN CAPE,SPORT AND RECREATION,1130000
Vredenburg High School,WESTERN CAPE,SPORT AND RECREATION,520000
Western Cape Academy of Sport,WESTERN CAPE,SPORT AND RECREATION,411109
Western Cape Surf Lifesaving Association,WESTERN CAPE,SPORT AND RECREATION,450000
Western Province Juskei Union,WESTERN CAPE,SPORT AND RECREATION,30000
Western Province Schools Cycling Academy,WESTERN CAPE,SPORT AND RECREATION,17800
Western Province Softball Federation,WESTERN CAPE,SPORT AND RECREATION,358400
Western Province Sport Association for L,WESTERN CAPE,SPORT AND RECREATION,58885
Western Province Still Water Lifesaving,WESTERN CAPE,SPORT AND RECREATION,335265
Weston High School,WESTERN CAPE,SPORT AND RECREATION,1174751
Wheatfield Bowling Club,WESTERN CAPE,SPORT AND RECREATION,518273
Young Tigers Football Club,WESTERN CAPE,SPORT AND RECREATION,37000
Young Tigers Football Club,WESTERN CAPE,SPORT AND RECREATION,23000
South African Sports Commission: Commonwealth Games,WESTERN CAPE,MISCELLANEOUS PURPOSES,3000000
United Cricket Board: World Cup Opening Ceremony,WESTERN CAPE,MISCELLANEOUS PURPOSES,6600000
